ts,open,high,low,close,volume
1313380800000,52.858936,55.914744,52.346024,53.718609,17756000
1313985600000,54.881695,56.723844,53.263492,55.777485,12598400
1314590400000,56.247064,58.450425,55.78472,56.75275,14005700
1315195200000,55.647431,58.854944,55.329568,56.998344,9116300
1315800000000,56.369863,61.376183,56.362637,60.856045,14147100
1316404800000,60.350371,62.373124,59.042805,60.227562,15902200
1317009600000,60.538213,62.084177,59.230642,59.331779,12958500
1317614400000,59.035566,60.119185,56.644382,57.085049,20564300
1318219200000,57.793029,59.823007,57.684666,59.071697,10829000
1318824000000,58.927194,61.657913,58.905523,61.621796,13903300
1319428800000,61.282279,62.228638,59.317315,61.354519,13272900
1320033600000,61.080034,61.621844,59.230653,60.545444,13204800
1320642000000,60.631633,61.602432,59.733275,60.160721,12408100
1321246800000,59.943373,61.385089,58.820434,59.204407,10390800
1321851600000,58.842165,59.48695,58.175645,58.552372,6518100
1322456400000,59.957867,64.246781,59.218896,62.834049,13670200
1323061200000,63.601963,64.043896,60.856189,61.124249,15156100
1323666000000,60.928646,61.370578,59.639075,59.820194,12704700
1324270800000,59.986839,61.363344,59.298581,61.33437,10509400
1324875600000,61.218422,61.399541,60.334557,60.363537,4386400
1325480400000,61.059052,61.638637,58.769702,58.776943,11587600
1326085200000,58.204599,58.682758,57.096148,58.400211,16022400
1326690000000,58.856655,59.233387,58.385742,58.97982,9464400
1327294800000,58.900129,60.1897,58.791456,59.131962,10382600
1327899600000,58.827658,62.435564,58.682765,61.841492,13900300
1328504400000,61.516192,61.901258,60.796918,61.174717,7623100
1329109200000,61.429016,61.472607,60.331938,61.370892,8050700
1329714000000,61.465351,61.748702,60.77514,61.320045,7560000
1330318800000,61.152935,63.354352,61.036691,62.649612,16226700
1330923600000,62.482506,65.039927,62.358995,64.909149,11734000
1331524800000,64.865546,66.55112,64.705706,65.708336,10547800
1332129600000,65.933573,66.180594,65.083522,65.584831,7903300
1332734400000,65.846394,66.681917,64.901894,65.96991,9606700
1333339200000,66.071592,66.914376,63.499638,64.407814,10810100
1333944000000,63.703127,64.037335,62.504333,62.715031,11790000
1334548800000,62.962024,64.291589,62.700468,63.63044,9275600
1335153600000,63.368874,64.821955,62.642333,64.43689,9851800
1335758400000,64.444153,64.662117,60.535366,60.586224,14687400
1336363200000,60.578967,61.792294,59.561814,61.465347,12532200
1336968000000,61.218334,61.944875,60.05587,60.2593,11146500
1337572800000,60.640914,62.157114,59.962995,61.581253,12697400
1338177600000,62.040515,63.454671,62.018648,62.317513,12924100
1338782400000,62.281062,65.021891,62.230036,64.686577,10533700
1339387200000,64.919854,66.800534,63.600465,66.654747,11826100
1339992000000,66.60372,67.551345,65.809166,66.282982,9493700
1340596800000,66.151762,69.329963,65.539451,69.249779,14126600
1341201600000,69.249774,69.650696,68.112622,68.287567,7024100
1341806400000,68.520823,69.227901,67.872063,69.111267,8858200
1342411200000,68.914464,70.29217,68.593727,69.694435,8496900
1343016000000,69.329937,71.261642,67.93765,70.787827,7414300
1343620800000,70.787847,70.98466,69.249773,70.860741,8784200
1344225600000,71.042794,71.057412,69.090909,69.668434,6368400
1344830400000,69.50762,70.830807,69.332165,70.282524,6258900
1345435200000,70.180177,70.479908,69.003197,70.362938,5196000
1346040000000,70.289815,72.577979,69.887739,71.547211,7633800
1346644800000,71.488752,73.104357,70.962399,72.899666,4741400
1347249600000,72.731497,75.217046,72.62184,74.698006,9783200
1347854400000,74.639525,75.670298,74.2009,74.829597,9119700
1348459200000,75.11469,75.377866,72.92156,73.221291,8259200
1349064000000,73.564897,74.858847,72.190538,74.41291,9956300
1349668800000,74.266696,76.342862,70.311754,71.313286,20465100
1350273600000,71.693441,71.737302,69.054373,69.288307,18571400
1350878400000,69.215173,71.291333,68.601094,70.867332,16516400
1351483200000,71.561851,72.227103,70.209421,70.267906,8501000
1352091600000,70.0047,72.811904,69.032412,69.785385,12678700
1352696400000,69.95722,70.844332,68.556906,70.155174,13099600
1353301200000,70.880995,71.797433,69.92057,71.7901,6378100
1353906000000,71.379516,76.614209,70.213804,76.18898,25678900
1354510800000,82.285339,83.188108,76.994335,77.37114,24741100
1355115600000,77.638043,78.226805,76.028759,76.08371,16604400
1355720400000,76.154368,78.674268,76.146517,78.101204,15033400
1356325200000,77.810755,78.454468,76.099421,76.122971,6098700
1356930000000,76.02876,80.872305,75.761858,80.197197,11427900
1357534800000,79.35722,79.906734,78.556507,78.721359,10223000
1358139600000,78.768452,79.99308,78.266042,79.443565,9519000
1358744400000,79.624107,81.272638,79.420002,80.354172,6575500
1359349200000,80.558304,81.916377,80.071592,81.759377,9616900
1359954000000,81.946083,81.946083,79.450943,80.907097,11496700
1360558800000,80.970079,81.174723,79.458822,80.419098,10336000
1361163600000,80.560773,80.781163,78.892102,79.624115,8116000
1361768400000,80.001924,80.576517,77.884594,79.828758,11073400
1362373200000,79.702848,81.843791,79.624138,81.103905,8960600
1362974400000,81.505333,83.055937,79.899627,80.088531,14693400
1363579200000,79.76579,82.741073,79.506048,82.7332,10947700
1364184000000,82.796177,84.26807,82.300293,83.520317,7412500
1364788800000,83.433756,84.811201,82.213732,83.276337,7925400
1365393600000,83.787932,84.441235,82.796177,83.536057,8539200
1365998400000,83.000818,83.606896,81.229819,82.213707,10567400
1366603200000,82.197978,86.385407,82.072037,86.007591,10008600
1367208000000,86.031209,86.904902,84.756087,86.385406,7339600
1367812800000,86.35389,86.77893,85.527427,86.57428,6139800
1368417600000,86.579106,89.341681,86.508065,89.231178,8201900
1369022400000,89.239091,90.549345,88.28403,90.288872,10129600
1369627200000,90.849281,91.378116,86.531769,86.531769,11524300
1370232000000,86.760686,88.362979,85.695122,87.281631,10415200
1370836800000,87.557877,88.102501,86.050297,87.613129,6498900
1371441600000,88.205083,88.868099,84.755809,85.758232,9473900
1372046400000,84.818944,88.678655,84.80316,87.273689,7755100
1372651200000,88.047221,88.64709,86.871149,88.212975,4511300
1373256000000,88.670803,92.25426,88.457693,91.922752,7943500
1373860800000,91.559676,93.248794,90.865088,93.193542,6548500
1374465600000,93.785501,94.235406,91.196574,92.00956,7179800
1375070400000,91.938522,94.322228,91.749084,94.21962,7045100
1375675200000,94.527994,95.121514,91.299248,91.504997,7992300
1376280000000,91.473338,92.074774,88.244593,88.553223,7791200
1376884800000,88.553205,89.811465,88.363281,89.479095,6480700
1377489600000,89.42373,89.518696,87.200009,88.529495,6691600
1378094400000,89.273324,91.08554,88.11794,90.49202,7398600
1378699200000,90.349594,94.440925,90.159669,92.612885,7768000
1379304000000,93.665408,94.543819,92.557503,93.333038,8423400
1379908800000,92.652468,93.515048,91.006437,91.576218,7618000
1380513600000,91.030163,91.449582,90.135928,90.563263,7614300
1381118400000,90.064712,91.797793,87.168337,91.718658,13246300
1381723200000,91.014336,93.934451,91.014336,93.095612,9379900
1382328000000,92.913586,94.084795,91.14885,92.145966,8114000
1382932800000,91.956057,94.804959,91.956057,94.662514,8564800
1383541200000,94.963228,98.714273,94.251002,97.163208,10841400
1384146000000,97.378087,98.92516,96.410176,98.607811,7815200
1384750800000,98.901358,99.448779,97.036937,99.337708,6363300
1385355600000,99.702637,100.059656,99.091746,99.51223,4588400
1385960400000,99.694741,99.718541,95.600954,96.838608,9920600
1386565200000,97.441557,97.457422,92.800351,93.54612,15215600
1387170000000,93.554047,94.450557,91.911773,94.038002,12306300
1387774800000,94.490222,94.656829,93.720653,94.038002,3959100
1388379600000,94.371203,94.974165,92.927273,93.054214,4906400
1388984400000,93.212907,94.490231,90.38058,93.49852,17562300
1389589200000,92.871771,93.244655,90.904219,92.26088,11978600
1390194000000,91.721391,92.118076,88.793858,88.960464,9957800
1390798800000,89.301578,91.046992,88.16706,89.142906,12272400
1391403600000,89.618944,90.928004,86.873889,90.475784,13948700
1392008400000,90.720337,92.669342,89.558889,92.359093,8479500
1392613200000,92.518206,92.605713,89.829367,90.044159,9350500
1393218000000,90.258944,93.448955,90.052109,92.915962,9604600
1393822800000,92.454577,93.130762,89.312295,90.290779,17608500
1394424000000,90.06007,92.112496,89.893013,90.250992,11503900
1395028800000,90.799891,91.149919,89.200907,90.553284,12176300
1395633600000,90.680552,91.062401,88.421298,88.827011,11442000
1396238400000,89.04978,89.535044,88.007654,88.023567,13027600
