Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-13 00:00:00-04:00,35.65514117071229,35.78670794480111,35.39200093060038,35.7691650390625,15349400,0.0,0.0
2024-08-14 00:00:00-04:00,35.61128372954548,36.04984635353479,35.51480276288034,35.87442398071289,10931100,0.0,0.0
2024-08-15 00:00:00-04:00,35.821789908963986,35.89195817841508,35.0850046769102,35.12009048461914,17489600,0.0,0.0
2024-08-16 00:00:00-04:00,35.17271664417668,35.628822116788285,35.1376341816426,35.620052337646484,13377500,0.0,0.0
2024-08-19 00:00:00-04:00,35.63758935446136,35.83932770106369,35.57619087271136,35.734073638916016,9401400,0.0,0.0
2024-08-20 00:00:00-04:00,35.66391380733484,35.9270507225573,35.63760111960282,35.83056640625,8784000,0.0,0.0
2024-08-21 00:00:00-04:00,35.88318827940614,36.02352816380554,35.72530549121098,36.005985260009766,13683400,0.0,0.0
2024-08-22 00:00:00-04:00,36.049840944831466,36.10246965636231,35.62005151154666,35.84810256958008,13529600,0.0,0.0
2024-08-23 00:00:00-04:00,35.95336270749503,36.16387087758039,35.891960866422515,36.14632797241211,11757300,0.0,0.0
2024-08-26 00:00:00-04:00,36.2866683792742,36.61120711051151,36.172644513023656,36.39192581176758,10309500,0.0,0.0
2024-08-27 00:00:00-04:00,36.44454940314782,36.523490800681095,36.120014033718526,36.35683822631836,9778200,0.0,0.0
2024-08-28 00:00:00-04:00,36.39192581176758,36.58489107940462,36.27789859954996,36.39192581176758,12732700,0.0,0.0
2024-08-29 00:00:00-04:00,36.435774993298885,36.462087673810316,36.08492363863625,36.1814079284668,17338100,0.0,0.0
2024-08-30 00:00:00-04:00,36.225270130494245,36.742774132899896,36.11124291749853,36.64628982543945,20009900,0.0,0.0
2024-09-03 00:00:00-04:00,36.804167313065605,37.65497970581055,36.76908150706308,37.65497970581055,23319900,0.0,0.0
2024-09-04 00:00:00-04:00,37.716382681090295,37.95320688083644,36.13755802874969,36.38315200805664,31272700,0.0,0.0
2024-09-05 00:00:00-04:00,36.23404312133789,36.6726057201855,35.874421924121535,36.23404312133789,28199800,0.0,0.0
2024-09-06 00:00:00-04:00,36.27789588305576,36.65505995633058,36.076157504833596,36.09370040893555,18100300,0.0,0.0
2024-09-09 00:00:00-04:00,36.19018200373426,37.523412625401974,36.19018200373426,37.479557037353516,27850300,0.0,0.0
2024-09-10 00:00:00-04:00,37.53218237544927,38.32159292723308,37.17256123224444,38.2865104675293,36980400,0.0,0.0
2024-09-11 00:00:00-04:00,38.16371607922302,38.43562609647974,37.66375498159757,38.41808319091797,22395500,0.0,0.0
2024-09-12 00:00:00-04:00,38.15494137229601,38.48824984299363,38.09354288374207,38.470706939697266,18397000,0.0,0.0
2024-09-13 00:00:00-04:00,38.532106238987865,39.00575460005557,38.260196251123055,38.97066879272461,20029700,0.0,0.0
2024-09-16 00:00:00-04:00,39.12855616381341,39.5144900517674,38.99698604389172,39.47063446044922,24714500,0.0,0.0
2024-09-17 00:00:00-04:00,39.25135331745376,39.25135331745376,38.523337783937315,38.66368103027344,18769600,0.0,0.0
2024-09-18 00:00:00-04:00,38.68121598120781,39.03206736330965,38.400536213913036,38.488250732421875,16897900,0.0,0.0
2024-09-19 00:00:00-04:00,38.55842120060084,38.56719432593551,38.005834759326504,38.54087829589844,23097200,0.0,0.0
2024-09-20 00:00:00-04:00,38.400535974620574,39.00575443767651,38.286512120219754,38.882957458496094,52671900,0.0,0.0
2024-09-23 00:00:00-04:00,38.90049748544365,39.058380273713766,38.549649447262,38.821556091308594,18083200,0.0,0.0
2024-09-24 00:00:00-04:00,38.77770584725963,39.28644008976745,38.707537568342794,39.17241287231445,15154000,0.0,0.0
2024-09-25 00:00:00-04:00,39.29520136633947,39.36537297603827,38.96189291220316,39.07592010498047,21990100,0.0,0.0
2024-09-26 00:00:00-04:00,39.119778568451586,39.36537587451424,38.909270415788455,39.13732147216797,15779600,0.0,0.0
2024-09-27 00:00:00-04:00,39.22503584572465,39.51448539105796,39.023297472682216,39.3741455078125,15659300,0.0,0.0
2024-09-30 00:00:00-04:00,39.58466173247684,39.78640012960889,39.28643902672355,39.391693115234375,13509700,0.0,0.0
