ts,open,high,low,close,volume
1628827200000,165.283493,165.303497,164.149994,164.698502,41134000
1629086400000,164.149994,165.0,160.556503,164.949493,66394000
1629172800000,163.875,164.024506,161.283997,162.098007,67758000
1629259200000,162.099503,162.705002,160.0,160.061005,56086000
1629345600000,159.701004,161.649994,159.123001,159.387497,75658000
1629432000000,160.193497,160.390503,158.787994,159.997498,67168000
1629691200000,160.595001,164.044998,160.500504,163.293503,65362000
1629777600000,164.0,165.774506,163.729004,165.289001,51036000
1629864000000,165.4935,166.050003,164.307495,164.959,33606000
1629950400000,164.949997,166.600006,164.800003,165.800003,41976000
1630036800000,166.661499,167.615997,165.6875,167.481506,48048000
1630296000000,167.871506,172.25,167.761002,171.078506,63844000
1630382400000,171.240005,173.628998,169.779495,173.539505,87128000
1630468800000,174.820007,176.350006,173.761993,173.949997,72598000
1630555200000,174.738007,175.598007,172.75,173.156006,58474000
1630641600000,172.600006,174.133499,171.822006,173.902496,51514000
1630987200000,173.899994,176.404495,173.847,175.464493,54758000
1631073600000,175.582504,177.281494,174.783493,176.274994,61068000
1631160000000,176.300995,177.499496,174.018494,174.207993,54384000
1631246400000,175.091507,175.422501,173.145493,173.457504,47946000
1631505600000,174.139999,174.897995,171.899994,172.858505,51380000
1631592000000,173.777496,174.3405,171.885498,172.5,38738000
1631678400000,172.126007,174.270996,170.100494,173.789505,59150000
1631764800000,172.998001,174.627502,172.307007,174.412003,51672000
1631851200000,174.420502,174.870499,172.606506,173.126007,92332000
1632110400000,169.800003,170.949997,165.250504,167.786499,93382000
1632196800000,168.75,168.985001,166.619507,167.181503,55618000
1632283200000,167.550003,169.449997,167.052505,169.002502,48228000
1632369600000,169.002502,171.447998,169.002502,170.800003,47588000
1632456000000,170.100494,171.462997,169.669998,171.276001,42324000
1632715200000,168.574997,170.778503,166.980499,170.289993,72690000
1632801600000,167.885498,168.459503,164.505005,165.798004,88616000
1632888000000,166.105499,167.565002,164.893494,165.056,51246000
1632974400000,165.800003,166.392502,163.699493,164.251999,56848000
1633060800000,164.4505,165.458496,162.796997,164.162994,56712000
1633320000000,163.969498,163.999496,158.8125,159.488998,90462000
1633406400000,160.225006,163.036499,160.123001,161.050003,65384000
1633492800000,160.676498,163.216995,159.931,163.100494,50660000
1633579200000,164.576996,166.287506,164.153,165.121506,48182000
1633665600000,165.850006,166.071503,164.410004,164.431,39964000
1633924800000,163.75,164.629501,161.904999,162.315002,40684000
1634011200000,162.850006,163.376495,161.813995,162.366501,36392000
1634097600000,163.485504,164.419006,163.054504,164.214005,48402000
1634184000000,165.122498,165.630005,164.539001,164.992996,42190000
1634270400000,165.570999,170.520996,165.199997,170.451004,103598000
1634529600000,169.417999,172.458496,169.255005,172.337006,63482000
1634616000000,171.714493,172.734497,171.100006,172.207504,47722000
1634702400000,172.632996,173.143005,170.018494,170.753006,42796000
1634788800000,170.712494,172.014008,170.149994,171.750504,37628000
1634875200000,171.050003,171.492004,166.565002,166.777496,62782000
1635134400000,166.75,167.389999,164.884995,166.018494,44520000
1635220800000,167.475494,170.806,167.199005,168.803497,53966000
1635307200000,169.399994,171.850006,168.572495,169.624496,54044000
1635393600000,170.104996,173.949997,169.300003,172.328506,114174000
1635480000000,165.001007,168.740997,163.666,168.621506,129722000
1635739200000,168.089996,168.792999,164.600998,165.905502,72178000
1635825600000,165.750504,166.556,164.177505,165.637497,52552000
1635912000000,165.449997,169.746002,164.876007,169.199997,67944000
1635998400000,168.5,174.931503,168.25,173.850006,107060000
1636084800000,173.850006,178.3125,173.848999,175.949493,99940000
1636347600000,176.162003,178.949997,174.393005,174.449005,61480000
1636434000000,175.762497,179.688507,175.071503,178.811493,85898000
1636520400000,178.193497,180.272507,173.154495,174.102493,80548000
1636606800000,175.649994,177.162003,173.373505,173.625,45288000
1636693200000,174.25,177.036499,172.352493,176.257507,53788000
1636952400000,176.850006,179.694,176.290497,177.283997,58594000
1637038800000,176.949997,178.824997,176.257507,177.035004,44342000
1637125200000,178.235992,179.362503,177.267502,177.449997,51206000
1637211600000,178.317505,185.210007,178.050003,184.802994,114070000
1637298000000,185.634506,188.107498,183.785995,183.828506,98734000
1637557200000,183.819,185.673004,178.375,178.628494,96844000
