Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-05-18 09:30:00-04:00,93.62000274658203,93.63999938964844,93.59500122070312,93.61019897460938,425001,0.0,0.0,0.0
2026-05-18 09:45:00-04:00,93.61000061035156,93.74819946289062,93.59500122070312,93.70999908447266,499265,0.0,0.0,0.0
2026-05-18 10:00:00-04:00,93.69999694824219,93.69999694824219,93.61000061035156,93.61009979248047,358426,0.0,0.0,0.0
2026-05-18 10:15:00-04:00,93.61000061035156,93.62989807128906,93.55999755859375,93.56999969482422,182945,0.0,0.0,0.0
2026-05-18 10:30:00-04:00,93.56500244140625,93.56999969482422,93.49500274658203,93.50499725341797,133199,0.0,0.0,0.0
2026-05-18 10:45:00-04:00,93.50499725341797,93.55010223388672,93.50050354003906,93.54499816894531,393454,0.0,0.0,0.0
2026-05-18 11:00:00-04:00,93.55500030517578,93.56500244140625,93.44999694824219,93.48999786376953,211846,0.0,0.0,0.0
2026-05-18 11:15:00-04:00,93.49500274658203,93.51000213623047,93.47049713134766,93.48500061035156,94506,0.0,0.0,0.0
2026-05-18 11:30:00-04:00,93.48979949951172,93.55000305175781,93.48179626464844,93.50499725341797,239589,0.0,0.0,0.0
2026-05-18 11:45:00-04:00,93.50990295410156,93.54499816894531,93.49349975585938,93.52999877929688,97958,0.0,0.0,0.0
2026-05-18 12:00:00-04:00,93.54000091552734,93.55000305175781,93.52010345458984,93.55000305175781,77136,0.0,0.0,0.0
2026-05-18 12:15:00-04:00,93.55500030517578,93.58999633789062,93.46820068359375,93.4749984741211,106164,0.0,0.0,0.0
2026-05-18 12:30:00-04:00,93.47000122070312,93.56500244140625,93.46499633789062,93.54959869384766,96988,0.0,0.0,0.0
2026-05-18 12:45:00-04:00,93.55000305175781,93.55809783935547,93.52999877929688,93.53780364990234,305708,0.0,0.0,0.0
2026-05-18 13:00:00-04:00,93.53500366210938,93.55989837646484,93.49019622802734,93.54499816894531,108706,0.0,0.0,0.0
2026-05-18 13:15:00-04:00,93.54499816894531,93.57499694824219,93.51499938964844,93.51499938964844,175643,0.0,0.0,0.0
2026-05-18 13:30:00-04:00,93.51499938964844,93.5250015258789,93.48999786376953,93.5250015258789,327763,0.0,0.0,0.0
2026-05-18 13:45:00-04:00,93.5250015258789,93.5363998413086,93.5199966430664,93.5250015258789,58181,0.0,0.0,0.0
2026-05-18 14:00:00-04:00,93.5250015258789,93.5250015258789,93.45500183105469,93.45500183105469,209293,0.0,0.0,0.0
2026-05-18 14:15:00-04:00,93.44999694824219,93.45500183105469,93.34490203857422,93.38500213623047,332889,0.0,0.0,0.0
2026-05-18 14:30:00-04:00,93.38999938964844,93.43000030517578,93.36499786376953,93.37999725341797,306551,0.0,0.0,0.0
2026-05-18 14:45:00-04:00,93.37999725341797,93.43000030517578,93.36000061035156,93.36499786376953,296244,0.0,0.0,0.0
2026-05-18 15:00:00-04:00,93.36000061035156,93.58000183105469,93.36000061035156,93.4749984741211,1817840,0.0,0.0,0.0
