Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-13 00:00:00-04:00,6.670000076293945,6.989999771118164,6.670000076293945,6.96999979019165,8507400,0.0,0.0
2024-08-14 00:00:00-04:00,6.940000057220459,6.947999954223633,6.670000076293945,6.679999828338623,9694900,0.0,0.0
2024-08-15 00:00:00-04:00,6.809999942779541,6.920000076293945,6.800000190734863,6.840000152587891,5948900,0.0,0.0
2024-08-16 00:00:00-04:00,6.829999923706055,7.010000228881836,6.815000057220459,6.940000057220459,6044300,0.0,0.0
2024-08-19 00:00:00-04:00,7.170000076293945,7.239999771118164,7.059999942779541,7.199999809265137,11501600,0.0,0.0
2024-08-20 00:00:00-04:00,7.25,7.25,6.650000095367432,6.769999980926514,21373400,0.0,0.0
2024-08-21 00:00:00-04:00,6.849999904632568,7.09499979019165,6.75,7.059999942779541,9232400,0.0,0.0
2024-08-22 00:00:00-04:00,7.0,7.03000020980835,6.909999847412109,6.909999847412109,5968600,0.0,0.0
2024-08-23 00:00:00-04:00,7.010000228881836,7.170000076293945,6.934999942779541,7.010000228881836,9857500,0.0,0.0
2024-08-26 00:00:00-04:00,7.385000228881836,7.639999866485596,7.329999923706055,7.510000228881836,21063500,0.0,0.0
2024-08-27 00:00:00-04:00,7.71999979019165,8.020000457763672,7.550000190734863,8.0,18442200,0.0,0.0
2024-08-28 00:00:00-04:00,7.809999942779541,7.869999885559082,7.159999847412109,7.28000020980835,21446800,0.0,0.0
2024-08-29 00:00:00-04:00,7.53000020980835,7.96999979019165,7.46999979019165,7.869999885559082,17369700,0.0,0.0
2024-08-30 00:00:00-04:00,8.180000305175781,8.210000038146973,7.864999771118164,8.050000190734863,12012400,0.0,0.0
2024-09-03 00:00:00-04:00,8.069999694824219,8.6899995803833,8.0600004196167,8.369999885559082,16353700,0.0,0.0
2024-09-04 00:00:00-04:00,8.4350004196167,8.670000076293945,8.420000076293945,8.430000305175781,11627300,0.0,0.0
2024-09-05 00:00:00-04:00,8.649999618530273,8.960000038146973,8.630000114440918,8.829999923706055,14268300,0.0,0.0
2024-09-06 00:00:00-04:00,8.890000343322754,8.90999984741211,8.520000457763672,8.539999961853027,8412300,0.0,0.0
2024-09-09 00:00:00-04:00,8.239999771118164,8.604999542236328,8.100000381469727,8.520000457763672,9983800,0.0,0.0
2024-09-10 00:00:00-04:00,8.399999618530273,8.760000228881836,8.399999618530273,8.75,9572300,0.0,0.0
2024-09-11 00:00:00-04:00,8.829999923706055,9.199999809265137,8.819999694824219,9.140000343322754,11768100,0.0,0.0
2024-09-12 00:00:00-04:00,8.869999885559082,8.890000343322754,8.380000114440918,8.619999885559082,12501900,0.0,0.0
2024-09-13 00:00:00-04:00,8.729999542236328,8.970000267028809,8.59000015258789,8.970000267028809,9128900,0.0,0.0
2024-09-16 00:00:00-04:00,8.989999771118164,9.050000190734863,8.850000381469727,8.920000076293945,6927000,0.0,0.0
