ts,currency,volatility
1785398400000,BTC,30.16015280960945
1785402000000,BTC,30.091064846579606
1785405600000,BTC,30.128540352916573
1785409200000,BTC,30.188136617040566
1785412800000,BTC,30.18808778250992
1785416400000,BTC,30.22872193524489
1785420000000,BTC,30.07214756796101
1785423600000,BTC,30.08195174718746
1785427200000,BTC,30.11768627584567
1785430800000,BTC,30.11887421740472
1785434400000,BTC,30.035011781253033
1785438000000,BTC,30.035305107292928
1785441600000,BTC,30.027971828672232
1785445200000,BTC,30.02704680064542
1785448800000,BTC,30.02761132050201
1785452400000,BTC,30.010680970968984
1785456000000,BTC,30.02328493368877
1785459600000,BTC,30.014838094628654
1785463200000,BTC,29.989935523860318
1785466800000,BTC,29.997816087993893
1785470400000,BTC,30.0590075435691
1785474000000,BTC,30.06314858457442
1785477600000,BTC,30.066732852068693
1785481200000,BTC,29.986052061112748
1785484800000,BTC,29.98140887129108
1785488400000,BTC,29.781431826395046
1785492000000,BTC,29.781879568644346
1785495600000,BTC,29.793902519715648
1785499200000,BTC,29.81785953959081
1785502800000,BTC,29.830146202086784
1785506400000,BTC,29.751406417535854
1785510000000,BTC,29.826119649359065
1785513600000,BTC,30.164483411883904
1785517200000,BTC,30.138064724671015
1785520800000,BTC,30.12207678500895
1785524400000,BTC,30.10052175678355
1785528000000,BTC,30.091478111993588
1785531600000,BTC,30.10931045323128
1785535200000,BTC,30.0897066500167
1785538800000,BTC,30.088715760030425
1785542400000,BTC,30.05160446717641
1785546000000,BTC,30.037647269744465
1785549600000,BTC,30.038087664118205
1785553200000,BTC,29.921934723914326
1785556800000,BTC,29.92752097486334
1785560400000,BTC,29.924854150193276
1785564000000,BTC,29.927644988648094
1785567600000,BTC,29.508018094807195
1785571200000,BTC,29.500012428620735
1785574800000,BTC,29.487019966464334
1785578400000,BTC,29.490291153996893
1785582000000,BTC,29.48504306366328
1785585600000,BTC,29.44810230092808
1785589200000,BTC,29.434538731693987
1785592800000,BTC,29.393244679286273
1785596400000,BTC,29.392298333301547
1785600000000,BTC,29.394645769651735
1785603600000,BTC,29.326310746619914
1785607200000,BTC,29.310396600375928
1785610800000,BTC,29.14245047297817
1785614400000,BTC,29.11724454241189
1785618000000,BTC,29.107419513074635
1785621600000,BTC,29.125346160905455
1785625200000,BTC,29.149668164954715
1785628800000,BTC,29.135419846197916
1785632400000,BTC,29.13350168377266
1785636000000,BTC,29.132541903501625
1785639600000,BTC,29.153040591743544
1785643200000,BTC,29.375742547207068
1785646800000,BTC,29.372656217102318
1785650400000,BTC,29.386302147451865
1785654000000,BTC,29.40298115727985
1785657600000,BTC,29.40345707011697
1785661200000,BTC,29.402688470034683
1785664800000,BTC,29.49870321598759
1785668400000,BTC,29.504875956754184
1785672000000,BTC,29.50953448575272
1785675600000,BTC,29.536358068453236
1785679200000,BTC,29.523800691014337
1785682800000,BTC,29.513221175443608
1785686400000,BTC,29.515145790020682
1785690000000,BTC,29.516613291916393
1785693600000,BTC,29.49147764230757
1785697200000,BTC,29.469900086586854
1785700800000,BTC,29.474884294575013
1785704400000,BTC,29.477705542588872
1785708000000,BTC,29.461675614859292
1785711600000,BTC,29.466923992717675
1785715200000,BTC,29.48619801982882
1785718800000,BTC,29.508217544296937
1785722400000,BTC,29.570051131602167
1785726000000,BTC,29.583484889015487
1785729600000,BTC,29.584615319926634
1785733200000,BTC,29.653962399093626
1785736800000,BTC,29.65950998435362
1785740400000,BTC,29.660751497959417
1785744000000,BTC,29.703078957750723
1785747600000,BTC,29.703103175914876
1785751200000,BTC,29.709718099534538
1785754800000,BTC,29.76397210856369
1785758400000,BTC,29.768978171691714
1785762000000,BTC,29.787435544158974
1785765600000,BTC,29.807760516304015
1785769200000,BTC,30.24205947165352
1785772800000,BTC,30.60737867032216
1785776400000,BTC,30.677452326061115
1785780000000,BTC,30.68278210718586
1785783600000,BTC,30.701797462378643
1785787200000,BTC,30.68670827534957
1785790800000,BTC,30.68517670325924
1785794400000,BTC,30.68554110205661
1785798000000,BTC,30.708310147158986
1785801600000,BTC,30.644054629551974
1785805200000,BTC,30.64874156987438
1785808800000,BTC,30.65018990206643
1785812400000,BTC,30.87944034736804
1785816000000,BTC,30.84178213036273
1785819600000,BTC,30.841607384911864
1785823200000,BTC,30.80223005023489
1785826800000,BTC,30.68575301968448
1785830400000,BTC,30.659419401340653
1785834000000,BTC,30.536224786312108
1785837600000,BTC,30.498595330169447
1785841200000,BTC,30.477993546893753
1785844800000,BTC,30.495745226453153
1785848400000,BTC,30.049949281308468
1785852000000,BTC,29.930991592615946
1785855600000,BTC,29.885891046482303
1785859200000,BTC,30.080024735649236
1785862800000,BTC,28.682923490358053
1785866400000,BTC,28.70488825014268
1785870000000,BTC,28.698891389657103
1785873600000,BTC,28.700894868385088
1785877200000,BTC,28.697186622175074
1785880800000,BTC,28.656920487204545
1785884400000,BTC,28.673951872082238
1785888000000,BTC,28.66023904777329
1785891600000,BTC,28.678272460343834
1785895200000,BTC,28.590081130367743
1785898800000,BTC,28.598971978647594
1785902400000,BTC,28.56907198941325
1785906000000,BTC,28.57894004698952
1785909600000,BTC,28.576310604229796
1785913200000,BTC,28.552496823206614
1785916800000,BTC,28.531151967995413
1785920400000,BTC,28.4662580152899
1785924000000,BTC,28.467022980051034
1785927600000,BTC,28.464474847187393
1785931200000,BTC,28.46451723073518
1785934800000,BTC,28.440375387579913
1785938400000,BTC,28.467265648036165
1785942000000,BTC,28.424521187511832
1785945600000,BTC,28.426030565668043
1785949200000,BTC,28.411469543926273
1785952800000,BTC,28.471835685941148
1785956400000,BTC,28.365646973925156
1785960000000,BTC,28.356564610214598
1785963600000,BTC,28.338957593718696
1785967200000,BTC,28.336917088760398
1785970800000,BTC,28.347758660051028
1785974400000,BTC,28.350534066043924
1785978000000,BTC,28.290088077708564
1785981600000,BTC,28.28556265581044
1785985200000,BTC,28.25211098131321
1785988800000,BTC,28.23821483227354
1785992400000,BTC,28.230310021467638
1785996000000,BTC,28.243708794478138
1785999600000,BTC,28.114463551982666
1786003200000,BTC,28.115278599725006
1786006800000,BTC,28.10900339716854
1786010400000,BTC,28.106404032009458
1786014000000,BTC,28.17178958751767
1786017600000,BTC,28.16167684000868
1786021200000,BTC,28.160741232958266
1786024800000,BTC,28.0571264787712
1786028400000,BTC,27.954276036006686
1786032000000,BTC,28.053945217014334
1786035600000,BTC,28.009353309846958
1786039200000,BTC,27.987960777378905
1786042800000,BTC,27.964752486190378
1786046400000,BTC,27.98787632137138
1786050000000,BTC,27.987712996042813
1786053600000,BTC,27.987642339390938
1786057200000,BTC,27.9664151381121
1786060800000,BTC,27.974306559190122
1786064400000,BTC,27.970492213345914
1786068000000,BTC,27.967678670096014
1786071600000,BTC,27.924084128290232
1786075200000,BTC,27.92417991650508
1786078800000,BTC,27.913403741187015
1786082400000,BTC,27.912131883987506
1786086000000,BTC,27.912150233010557
1786089600000,BTC,27.902997152617147
1786093200000,BTC,27.777323760659304
1786096800000,BTC,27.821327705305055
1786100400000,BTC,27.880023258988942
1786104000000,BTC,27.872332374113842
1786107600000,BTC,27.85738256780493
1786111200000,BTC,27.771126079747265
1786114800000,BTC,27.769868738536307
1786118400000,BTC,27.771366411649467
1786122000000,BTC,27.77235841867295
1786125600000,BTC,27.73740603231379
1786129200000,BTC,27.733216260920106
1786132800000,BTC,27.69554530057186
1786136400000,BTC,27.757498338633393
1786140000000,BTC,27.668391398824188
1786143600000,BTC,27.669254832699316
1786147200000,BTC,27.670391803843458
1786150800000,BTC,27.66210948582005
1786154400000,BTC,27.646088457783613
1786158000000,BTC,27.634517127736135
1786161600000,BTC,27.633327772939953
1786165200000,BTC,27.522937897754208
1786168800000,BTC,27.497473925290873
1786172400000,BTC,27.497339099853285
1786176000000,BTC,27.471175142479794
1786179600000,BTC,27.471900591352913
1786183200000,BTC,27.435390425411303
1786186800000,BTC,27.39532373202184
1786190400000,BTC,27.367612684423566
1786194000000,BTC,27.35309329561531
1786197600000,BTC,27.256022246189374
1786201200000,BTC,26.79435579602623
1786204800000,BTC,26.79919903893225
1786208400000,BTC,26.799850654783384
1786212000000,BTC,26.780079275415826
1786215600000,BTC,26.724964601638263
1786219200000,BTC,26.721685612472914
1786222800000,BTC,26.720051160581285
1786226400000,BTC,26.71652975781586
1786230000000,BTC,26.72020511459126
1786233600000,BTC,26.725658976262203
1786237200000,BTC,26.725413344579948
1786240800000,BTC,26.719807650338193
1786244400000,BTC,26.73351485203497
1786248000000,BTC,26.734741196516563
1786251600000,BTC,26.734260053089905
1786255200000,BTC,26.723868933171154
1786258800000,BTC,26.69604980787764
1786262400000,BTC,26.69864572322323
1786266000000,BTC,26.69919344947888
1786269600000,BTC,26.67766459280013
1786273200000,BTC,26.66364235976989
1786276800000,BTC,26.665978265810597
1786280400000,BTC,26.666066471282164
1786284000000,BTC,26.662570119243913
1786287600000,BTC,26.73652000520812
1786291200000,BTC,26.736269095937452
1786294800000,BTC,26.7364607217419
1786298400000,BTC,26.735651813517688
1786302000000,BTC,26.73368750764533
1786305600000,BTC,26.708335100562856
1786309200000,BTC,26.707760324371627
1786312800000,BTC,26.70605538805946
1786316400000,BTC,26.709384444670416
1786320000000,BTC,26.720699745983705
1786323600000,BTC,26.753067560158716
1786327200000,BTC,26.737988338065733
1786330800000,BTC,26.79124064537207
1786334400000,BTC,26.798338040540823
1786338000000,BTC,26.813405178881446
1786341600000,BTC,26.814013362843806
1786345200000,BTC,26.818756630082763
1786348800000,BTC,26.84629983272175
1786352400000,BTC,26.85086730303044
1786356000000,BTC,26.838796544232174
1786359600000,BTC,26.918677831751438
1786363200000,BTC,26.920619787639836
1786366800000,BTC,26.93432876072577
1786370400000,BTC,27.005809104221388
1786374000000,BTC,27.10632838469358
1786377600000,BTC,27.06970480992627
1786381200000,BTC,27.184971437051665
1786384800000,BTC,27.355257810546124
1786388400000,BTC,27.355823906215267
1786392000000,BTC,27.357445077986124
1786395600000,BTC,27.38181003930834
1786399200000,BTC,27.39529360804168
1786402800000,BTC,27.387252399857463
1786406400000,BTC,27.067862340503417
1786410000000,BTC,27.070065753660586
1786413600000,BTC,26.996950278007514
1786417200000,BTC,26.99177839814627
1786420800000,BTC,26.99129353393866
1786424400000,BTC,26.988813706682276
1786428000000,BTC,27.00304228729846
1786431600000,BTC,26.969657704107778
1786435200000,BTC,26.968052994711424
1786438800000,BTC,26.939714800856798
1786442400000,BTC,26.94189979049349
1786446000000,BTC,26.963762249826463
1786449600000,BTC,26.9633940450333
1786453200000,BTC,26.933120486222162
1786456800000,BTC,26.93679624857698
1786460400000,BTC,26.93677647737814
1786464000000,BTC,26.837153508677076
1786467600000,BTC,26.844117716470333
1786471200000,BTC,26.723018639536754
1786474800000,BTC,26.71730257386893
1786478400000,BTC,26.75612496436488
1786482000000,BTC,26.778097066719415
1786485600000,BTC,26.824880592506286
1786489200000,BTC,26.808885042121613
1786492800000,BTC,26.787549388908815
1786496400000,BTC,25.63122633605768
1786500000000,BTC,25.6544488491258
1786503600000,BTC,25.572190429793743
1786507200000,BTC,25.49921314409559
1786510800000,BTC,25.503840719400277
1786514400000,BTC,25.476842445087577
1786518000000,BTC,25.482770105001645
1786521600000,BTC,25.489337663156157
1786525200000,BTC,25.467092880879264
1786528800000,BTC,25.448046435177634
1786532400000,BTC,25.555530465462713
1786536000000,BTC,25.555773791599936
1786539600000,BTC,25.559310566993453
1786543200000,BTC,25.573091362832347
1786546800000,BTC,25.65927775644034
1786550400000,BTC,25.68863845332809
1786554000000,BTC,25.582513347696707
1786557600000,BTC,25.263658542005924
1786561200000,BTC,25.248567844760494
1786564800000,BTC,25.1073536305057
