Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-13 00:00:00-04:00,258.02947612414056,260.7618968849563,257.92211506863384,260.674072265625,2316200,0.0,0.0,0.0
2024-08-14 00:00:00-04:00,261.1912499284404,261.9914694047988,259.70794023514003,261.41571044921875,2335300,0.0,0.0,0.0
2024-08-15 00:00:00-04:00,264.40192683547,266.18775385041846,264.0505985390413,265.94378662109375,3031600,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,265.33875241621683,266.9391917340875,265.1728713778741,266.578125,2571900,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,267.0172198585565,269.1348682865568,266.43169261450294,269.0958251953125,2660000,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,269.027513341337,269.64231547249955,267.807677297333,268.4419860839844,2041900,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,269.115344394188,270.2180809693058,268.3151545638748,269.7886962890625,1983700,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,270.4816061119637,270.891454387662,267.00748530091965,267.50518798828125,2554300,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,269.08611583693204,271.1256785285764,268.68600596232824,270.8914794921875,2281800,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,271.41844201906684,271.80878365173845,269.59357180592986,270.2083740234375,2263800,0.0,0.0,0.0
2024-08-27 00:00:00-04:00,269.4374195095854,270.6865305579201,268.9592234791844,270.45233154296875,1787900,0.0,0.0,0.0
2024-08-28 00:00:00-04:00,270.1204691096946,270.39371117959814,267.30999201118095,268.8030700683594,1856400,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,269.80822868924184,271.5940555699146,268.5981310715919,269.0665588378906,3018000,0.0,0.0,0.0
2024-08-30 00:00:00-04:00,270.0424381159584,271.8087584092167,268.4419988551305,271.6623840332031,2029300,0.0,0.0,0.0
2024-09-03 00:00:00-04:00,270.1205113957999,270.3156970967801,264.61662604580704,265.81695556640625,3818900,0.0,0.0,0.0
2024-09-04 00:00:00-04:00,264.4702408361003,266.9391879685488,264.44096596026714,265.2216491699219,2946700,0.0,0.0,0.0
2024-09-05 00:00:00-04:00,265.2411188305919,266.43167991700545,263.3186561692803,264.4018859863281,3997800,0.0,0.0,0.0
2024-09-06 00:00:00-04:00,264.6360757924374,265.47533838877763,259.5908511217019,260.0104675292969,3599900,0.0,0.0,0.0
2024-09-09 00:00:00-04:00,261.91344156539844,263.53335756622215,261.1229604386222,262.7917175292969,2969800,0.0,0.0,0.0
2024-09-10 00:00:00-04:00,263.6114821108701,263.96278063509277,261.2108528518785,263.81640625,1874700,0.0,0.0,0.0
2024-09-11 00:00:00-04:00,263.69930844009605,266.76352145201224,259.5030838742446,266.4414978027344,2640200,0.0,0.0,0.0
2024-09-12 00:00:00-04:00,266.8318072972152,268.90064445382944,265.58269638485456,268.65667724609375,2420700,0.0,0.0,0.0
2024-09-13 00:00:00-04:00,269.33980379669845,270.99879276153104,269.1056048016271,270.5303649902344,2474700,0.0,0.0,0.0
2024-09-16 00:00:00-04:00,270.43279929154465,271.1744692252496,269.58379806804396,271.0671081542969,2065700,0.0,0.0,0.0
2024-09-17 00:00:00-04:00,272.24791272954803,273.02859592643676,270.2864067373347,271.34033203125,2133600,0.0,0.0,0.0
2024-09-18 00:00:00-04:00,271.6526020501126,274.2776915911802,270.40349113616304,270.6572265625,3389900,0.0,0.0,0.0
2024-09-19 00:00:00-04:00,275.29258572120864,276.1708616571743,273.8287825675487,275.2437744140625,2660200,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,274.88272211683886,275.21451394195685,273.3213260483429,274.66802978515625,2293600,0.0,0.0,0.0
2024-09-23 00:00:00-04:00,275.39023938717366,275.7415379267001,274.66807608732825,275.3511962890625,1920800,0.0,0.0,0.0
2024-09-24 00:00:00-04:00,275.9366750731876,276.06354278385254,274.3557723612304,276.04400634765625,1952100,0.0,0.0,0.0
2024-09-25 00:00:00-04:00,276.1220810819569,276.31723696775936,274.7070594494193,275.1364440917969,1744200,0.0,0.0,0.0
2024-09-26 00:00:00-04:00,277.4103072391729,277.48839344712945,275.2829196803739,276.36614990234375,2616800,0.0,0.0,0.0
2024-09-27 00:00:00-04:00,277.1990951797578,277.45361341421403,275.5154212111916,276.09295654296875,2644100,0.871,0.0,0.0
2024-09-30 00:00:00-04:00,275.67202170020926,277.404657418868,274.4484224064806,277.17950439453125,2828300,0.0,0.0,0.0
2024-10-01 00:00:00-04:00,277.02289318792765,277.0718252127767,273.26399956477036,274.65399169921875,4874900,0.0,0.0,0.0
2024-10-02 00:00:00-04:00,274.3211928401044,275.23157351617397,272.9801326494525,274.7127685546875,3637500,0.0,0.0,0.0
2024-10-03 00:00:00-04:00,273.919810545044,275.0161805711397,273.0094598686254,274.1253967285156,2369200,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,276.4942843163407,276.9152251882668,274.42886299173864,276.7781677246094,2335400,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,276.08318545146415,276.17128102262797,273.6359866756964,274.252685546875,11465600,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,275.33923626635925,276.905449507526,274.94769042432574,276.5628356933594,2164600,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,276.5824143183868,278.72616299570444,276.29856074780804,278.4912414550781,2123800,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,277.7864066644273,278.59886345659436,277.0522470834332,277.9136657714844,2547200,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,277.9723828194364,280.34128409798916,277.95281598583887,280.0671691894531,1799500,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,280.80133924054854,282.63186886988257,280.556619382796,282.2500915527344,1997000,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,282.2305455006564,282.5927261371149,279.8714423134438,280.3119201660156,3260800,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,280.6643155037016,282.0249423974925,280.18467413529737,281.7410888671875,2215300,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,283.35624861891364,283.58140165706004,281.65300785694564,281.682373046875,2810600,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,282.60249319118554,283.15066326235996,281.8291701049463,282.7884826660156,1822100,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,282.41654054761824,282.7003941005115,280.586040620541,281.8977355957031,2320100,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,280.84045602748193,282.1619490139475,280.4195451117485,281.5746154785156,2029000,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,280.71324535955654,280.8503028197739,277.355696060588,279.0295715332031,2637300,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,280.0770098385562,280.13574022124635,278.46186456850984,279.7735595703125,2235600,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,280.9677676489132,282.16200177415345,279.0295755814816,279.5092468261719,2813700,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,280.9971882410162,281.40833083566747,280.507748418974,280.6448059082031,1874300,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,280.2238031682017,281.5746615588587,279.4211447405466,281.0166931152344,2503400,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,280.91884833474404,282.0151885898702,279.9889008649327,280.32171630859375,2204100,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,278.76528024973317,278.76528024973317,275.02595369289463,275.094482421875,3027400,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,276.5530185782873,278.4814123393461,276.00484846201965,276.2691650390625,2449400,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,276.21043569321364,277.0914212495788,274.937874446881,275.7699279785156,2383900,0.0,0.0,0.0
