Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-13 00:00:00-04:00,163.7878601517875,168.12628561508853,162.1694765347576,168.01904296875,15243500,0.0,0.0
2024-08-14 00:00:00-04:00,167.5705965198716,168.184790923525,162.99818271687033,165.70848083496094,11510300,0.0,0.0
2024-08-15 00:00:00-04:00,168.1067813352941,171.0413233232327,166.53716197123694,169.5984344482422,15393500,0.0,0.0
2024-08-16 00:00:00-04:00,169.04273361412783,170.61236799472803,167.93131649766804,170.1638946533203,10710000,0.0,0.0
2024-08-19 00:00:00-04:00,170.37836863770576,171.0510711669922,166.81014437018757,171.0510711669922,11511000,0.0,0.0
2024-08-20 00:00:00-04:00,171.00232031425932,171.00232031425932,165.5914832370723,167.7265625,13555500,0.0,0.0
2024-08-21 00:00:00-04:00,166.08870822262747,168.7405131503806,165.6499936677443,167.14163208007812,9434800,0.0,0.0
2024-08-22 00:00:00-04:00,167.68759490904318,168.9355014019897,161.8965209372219,162.26699829101562,13546100,0.0,0.0
2024-08-23 00:00:00-04:00,164.76279210897525,168.94522567082143,163.7098683387541,166.98562622070312,12189100,0.0,0.0
2024-08-26 00:00:00-04:00,166.10819238238653,166.76139218021234,163.6123797589874,164.83103942871094,9611300,0.0,0.0
2024-08-27 00:00:00-04:00,162.2474844226713,166.30318768425383,160.90207928392093,166.27394104003906,9186000,0.0,0.0
2024-08-28 00:00:00-04:00,167.02465140923678,168.1458125198568,162.0330105517812,164.95779418945312,10581400,0.0,0.0
2024-08-29 00:00:00-04:00,164.42156321237883,171.02182841082137,163.31014614454185,164.90902709960938,13213200,0.0,0.0
2024-08-30 00:00:00-04:00,165.79624509692795,167.91183696711119,164.51909186031125,167.39512634277344,9481400,0.0,0.0
2024-09-03 00:00:00-04:00,163.78785786822107,164.4508015809133,155.79345349513454,156.46615600585938,18464400,0.0,0.0
2024-09-04 00:00:00-04:00,155.30599529643092,159.77116622678122,154.96476462960752,156.8366241455078,11317400,0.0,0.0
2024-09-05 00:00:00-04:00,157.48984011621448,160.4633730674291,157.0121349851171,159.59568786621094,10260600,0.0,0.0
2024-09-06 00:00:00-04:00,160.7558271012966,161.2627936682509,152.09846440565642,152.88816833496094,14964400,0.0,0.0
2024-09-09 00:00:00-04:00,156.72940248018094,159.01074505218944,156.23219461096087,158.69876098632812,10339000,0.0,0.0
