Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-05-18 09:30:00-04:00,171.55999755859375,171.57000732421875,170.05999755859375,170.36000061035156,764016,0.0,0.0,0.0
2026-05-18 09:45:00-04:00,170.33999633789062,171.35000610351562,170.2100067138672,170.5500030517578,784740,0.0,0.0,0.0
2026-05-18 10:00:00-04:00,170.5399932861328,170.67999267578125,169.97000122070312,170.0500030517578,654742,0.0,0.0,0.0
2026-05-18 10:15:00-04:00,170.0500030517578,170.8000030517578,170.0399932861328,170.6699981689453,281534,0.0,0.0,0.0
2026-05-18 10:30:00-04:00,170.64999389648438,170.72999572753906,170.27000427246094,170.55999755859375,242015,0.0,0.0,0.0
2026-05-18 10:45:00-04:00,170.57000732421875,170.77000427246094,170.3800048828125,170.61500549316406,147741,0.0,0.0,0.0
2026-05-18 11:00:00-04:00,170.6199951171875,170.74000549316406,169.75999450683594,169.8350067138672,314836,0.0,0.0,0.0
2026-05-18 11:15:00-04:00,169.8300018310547,170.07000732421875,169.66000366210938,169.74000549316406,199128,0.0,0.0,0.0
2026-05-18 11:30:00-04:00,169.75,170.16000366210938,169.64999389648438,170.10000610351562,953759,0.0,0.0,0.0
2026-05-18 11:45:00-04:00,170.0800018310547,170.27000427246094,170.00999450683594,170.0500030517578,176802,0.0,0.0,0.0
2026-05-18 12:00:00-04:00,170.0399932861328,170.1999969482422,169.9600067138672,170.1999969482422,99489,0.0,0.0,0.0
2026-05-18 12:15:00-04:00,170.25,170.4499969482422,169.92999267578125,169.97999572753906,195326,0.0,0.0,0.0
2026-05-18 12:30:00-04:00,169.9300994873047,170.21499633789062,169.75,169.75,97625,0.0,0.0,0.0
2026-05-18 12:45:00-04:00,169.77999877929688,170.36900329589844,169.77499389648438,170.11000061035156,353363,0.0,0.0,0.0
2026-05-18 13:00:00-04:00,170.10000610351562,170.44000244140625,170.05999755859375,170.42999267578125,135013,0.0,0.0,0.0
