Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2024-12-11 00:00:00-05:00,97.28738403320312,97.7919558459707,96.81137179272497,97.4492264517568,8195500,0.0,0.0
2024-12-12 00:00:00-05:00,96.06878662109375,97.69674748926042,96.03070477312046,97.46825640142067,5908600,0.0,0.0
2024-12-13 00:00:00-05:00,96.17350769042969,97.3540232496843,95.75462186739533,96.20207452544197,6887800,0.0,0.0
2024-12-16 00:00:00-05:00,94.79307556152344,96.62096078864653,94.65979271767301,96.27823140063967,7441800,0.0,0.0
2024-12-17 00:00:00-05:00,93.54591369628906,94.49793803643303,92.10835490892828,94.03144088013659,8737800,0.0,0.0
2024-12-18 00:00:00-05:00,91.25154113769531,93.78392963496721,91.15634014635224,93.2983951367365,8466500,0.0,0.0
2024-12-19 00:00:00-05:00,90.61369323730469,92.33685527774193,90.53752953322433,92.33685527774193,9951200,0.0,0.0
2024-12-20 00:00:00-05:00,90.55656433105469,91.75610985586981,89.70926318874902,90.21383496300186,29542200,0.0,0.0
2024-12-23 00:00:00-05:00,91.75611877441406,92.23213102482508,90.04247903095671,90.85169840398135,7892300,0.0,0.0
2024-12-24 00:00:00-05:00,92.45109558105469,92.52725928080766,91.25154273174127,91.87036008133622,2677400,0.0,0.0
2024-12-26 00:00:00-05:00,92.24164581298828,92.48917419684493,91.62282848503163,92.47012964088754,4325600,0.0,0.0
2024-12-27 00:00:00-05:00,92.27021026611328,93.27936114752744,91.84180215821137,92.34637396723328,5889700,0.0,0.0
2024-12-30 00:00:00-05:00,92.43204498291016,92.91757945788713,91.52762471341138,92.58437237245968,5238800,0.0,0.0
2024-12-31 00:00:00-05:00,94.4122543334961,94.53602214923993,92.44156419266274,92.63197342328037,5556400,0.0,0.0
2025-01-02 00:00:00-05:00,95.27859497070312,96.42102124074512,94.74545641643033,95.20243128246857,5080600,0.0,0.0
2025-01-03 00:00:00-05:00,96.2401351928711,96.53526767168493,95.47852009354338,95.79268986290852,5758200,0.0,0.0
2025-01-06 00:00:00-05:00,95.19292449951172,97.24930083633281,94.85971738846301,96.67808760833927,5935500,0.0,0.0
2025-01-07 00:00:00-05:00,96.79232025146484,97.57297997898486,95.11676251551008,95.67845343232712,5074700,0.0,0.0
2025-01-08 00:00:00-05:00,96.74473571777344,97.53491056048763,95.91647175874057,96.15447789213694,5119900,0.0,0.0
2025-01-10 00:00:00-05:00,97.03032684326172,99.42943244173301,96.33535308629709,98.53452716542087,7013200,0.0,0.0
2025-01-13 00:00:00-05:00,99.22952270507812,100.05777942055218,97.1255420437605,97.1255420437605,7342100,0.0,0.0
2025-01-14 00:00:00-05:00,99.84831237792969,99.91495379267229,98.2013143007041,98.42027583627147,4808100,0.0,0.0
2025-01-15 00:00:00-05:00,100.41954040527344,100.79082935313502,99.42943412318584,99.98160277425565,4566900,0.0,0.0
2025-01-16 00:00:00-05:00,100.54329681396484,101.07642815023404,100.0482400616837,100.14344831176295,5273500,0.0,0.0
2025-01-17 00:00:00-05:00,100.77178192138672,101.05739214853169,100.1244050347786,100.72418505910909,8559300,0.0,0.0
2025-01-21 00:00:00-05:00,99.27711486816406,100.65755476745935,99.04863101921438,99.9625736783837,7144700,0.0,0.0
2025-01-22 00:00:00-05:00,98.11564636230469,99.9530540074398,97.98236350832562,99.27711745844005,4839100,0.0,0.0
2025-01-23 00:00:00-05:00,99.00102233886719,100.4195440250299,98.65829294950696,99.11526788977736,5734200,0.0,0.0
2025-01-24 00:00:00-05:00,96.94465637207031,99.72456616295032,96.84945537494684,99.4960823171799,5962100,0.0,0.0
2025-01-27 00:00:00-05:00,97.76338195800781,98.73444359050592,96.5352696858045,97.5444131635689,6831000,0.0,0.0
2025-01-28 00:00:00-05:00,96.51622772216797,98.37267959604203,95.90693270829111,97.95378655023814,4742100,0.0,0.0
2025-01-29 00:00:00-05:00,96.6875991821289,97.01129126660572,95.53565048872,96.29727294118423,4130600,0.0,0.0
2025-01-30 00:00:00-05:00,96.59239959716797,97.36353707556749,96.09735008022052,97.1064936705577,4046900,0.0,0.0
2025-01-31 00:00:00-05:00,94.08857727050781,96.47815338838234,93.83152660388701,96.46863837359643,6264900,0.0,0.0
2025-02-03 00:00:00-05:00,93.75536346435547,94.19329380440321,92.38444604273155,94.01240684922519,5948600,0.0,0.0
2025-02-04 00:00:00-05:00,95.7546157836914,95.96406231358664,92.85093846172516,93.01278086632794,5310900,0.0,0.0
2025-02-05 00:00:00-05:00,95.40237426757812,96.0402289393303,94.63123674690371,95.70702181702474,6961100,0.0,0.0
2025-02-06 00:00:00-05:00,95.14531707763672,96.24966156077961,93.86960065540242,94.14568859203051,8543400,0.0,0.0
2025-02-07 00:00:00-05:00,93.64112854003906,95.63085621907722,93.55544255978933,95.25956725252588,12121700,0.0,0.0
2025-02-10 00:00:00-05:00,94.70738983154297,94.83115038784604,93.12702585241144,94.83115038784604,10338500,0.0,0.0
2025-02-11 00:00:00-05:00,96.83039855957031,97.68722195195573,94.44081533840918,94.75498512617877,8063700,0.0,0.0
2025-02-12 00:00:00-05:00,93.67920684814453,96.8304054370674,93.61256542752402,96.15446895266791,7585800,0.0,0.0
2025-02-13 00:00:00-05:00,92.25115966796875,93.30790726265003,91.78466977678444,93.1270203144203,9329100,0.0,0.0
2025-02-14 00:00:00-05:00,92.38552856445312,94.49697544158798,92.36632946572222,93.00936747161457,7960800,0.78,0.0
2025-02-18 00:00:00-05:00,93.52763366699219,93.70038895821472,91.45457749463328,92.36633705689522,11777700,0.0,0.0
2025-02-19 00:00:00-05:00,95.56230163574219,96.25332276702488,94.2090580222394,94.39140553243662,7515100,0.0,0.0
2025-02-20 00:00:00-05:00,97.89450073242188,97.98087471835863,95.20719778339159,95.73506321626552,6309200,0.0,0.0
2025-02-21 00:00:00-05:00,93.99791717529297,97.48180703303987,93.85395321108776,96.98274025574806,8562200,0.0,0.0
2025-02-24 00:00:00-05:00,94.84249877929688,95.35116512956732,93.94993094808082,94.11308669773139,6277700,0.0,0.0
2025-02-25 00:00:00-05:00,93.17252349853516,95.74465356343381,92.98056912216317,95.28397038245178,5822000,0.0,0.0
2025-02-26 00:00:00-05:00,92.2607650756836,93.47965167897502,91.39699593155058,93.38367814321707,6292400,0.0,0.0
2025-02-27 00:00:00-05:00,93.45085906982422,95.00564936580587,92.4335191022596,93.28769600672912,6306300,0.0,0.0
2025-02-28 00:00:00-05:00,95.15921783447266,95.19760871471134,92.22237773586316,93.22051865513372,9002600,0.0,0.0
2025-03-03 00:00:00-05:00,88.90164947509766,95.74467240117404,87.87471715696879,95.73507284988905,12640200,0.0,0.0
2025-03-04 00:00:00-05:00,86.99174499511719,88.40257875719819,84.90908911886041,87.39483826362265,14000500,0.0,0.0
2025-03-05 00:00:00-05:00,85.30256652832031,85.80164056541929,83.31588457357311,85.25458342780226,12081100,0.0,0.0
2025-03-06 00:00:00-05:00,85.03385162353516,86.03199253845993,84.38122130694249,85.22580602389282,8679000,0.0,0.0
2025-03-07 00:00:00-05:00,86.98214721679688,87.404439595634,85.7920591664428,85.7920591664428,8603700,0.0,0.0
2025-03-10 00:00:00-04:00,89.16077423095703,90.2452890677575,87.00133678505162,87.76913237243126,12086700,0.0,0.0
2025-03-11 00:00:00-04:00,91.56974792480469,92.270361300669,89.16077345584527,89.16077345584527,14544100,0.0,0.0
2025-03-12 00:00:00-04:00,93.81555938720703,93.85395026461059,91.1858465247079,91.34900226193966,10147300,0.0,0.0
2025-03-13 00:00:00-04:00,92.31835174560547,95.37035693609477,92.27036131829111,93.09574687638208,11354700,0.0,0.0
2025-03-14 00:00:00-04:00,94.96725463867188,95.62948444741667,92.34714137524955,93.03816251092915,7625800,0.0,0.0
2025-03-17 00:00:00-04:00,95.36075592041016,96.47406205834147,95.03443712877286,95.25518283979024,8031100,0.0,0.0
2025-03-18 00:00:00-04:00,96.48365783691406,96.86755926758923,94.756112382342,96.41647563571922,7861500,0.0,0.0
2025-03-19 00:00:00-04:00,97.25146484375,98.52793404317418,96.23412491074862,96.45487062254745,8784600,0.0,0.0
2025-03-20 00:00:00-04:00,98.1920166015625,98.49913629754998,96.78118298107559,97.07871044947458,11577800,0.0,0.0
2025-03-21 00:00:00-04:00,97.81771850585938,98.8158593872226,97.26106174700675,98.28800127918905,55090400,0.0,0.0
2025-03-24 00:00:00-04:00,98.07685852050781,98.78707149688988,97.48181086216454,97.92329500004051,6768300,0.0,0.0
2025-03-25 00:00:00-04:00,98.42236328125,99.19015887110909,97.33784111863606,98.45115460905193,6556500,0.0,0.0
2025-03-26 00:00:00-04:00,99.04618835449219,100.64897627839512,98.47993941903454,99.47808020987028,7168400,0.0,0.0
2025-03-27 00:00:00-04:00,98.6814956665039,99.6604374542043,98.11524667570822,98.75827742460513,4712000,0.0,0.0
2025-03-28 00:00:00-04:00,98.2496109008789,99.10378782174352,97.52019884495344,98.31679310850944,3745400,0.0,0.0
2025-03-31 00:00:00-04:00,100.79293823242188,101.21523056070585,97.9040961061117,98.10564272034418,7905800,0.0,0.0
2025-04-01 00:00:00-04:00,101.1480484008789,101.45516809731878,99.83318831051793,100.68737251737468,6809500,0.0,0.0
2025-04-02 00:00:00-04:00,101.8294677734375,101.92544130354449,100.04433228866588,100.19789579468585,6527500,0.0,0.0
2025-04-03 00:00:00-04:00,91.41618347167969,97.35703805303127,91.29141861320964,96.2917150141906,13870900,0.0,0.0
2025-04-04 00:00:00-04:00,82.81681823730469,88.92082807562018,82.10660537452132,88.39296271133563,15158400,0.0,0.0
2025-04-07 00:00:00-04:00,82.2217788696289,85.82084128764208,78.43076938491285,80.62859771352358,12870200,0.0,0.0
2025-04-08 00:00:00-04:00,79.33293914794922,84.72672950472344,77.9988799007742,83.6422146320989,11509800,0.0,0.0
2025-04-09 00:00:00-04:00,87.82672882080078,88.74808798692428,76.66483109177689,77.84532687099522,17841900,0.0,0.0
2025-04-10 00:00:00-04:00,79.93756866455078,85.08182862519794,77.54779350520684,84.93786467823035,15621900,0.0,0.0
2025-04-11 00:00:00-04:00,82.91280364990234,83.47905996935822,79.14098577805107,79.94717960252977,9233400,0.0,0.0
2025-04-14 00:00:00-04:00,82.97038269042969,85.05304570817972,82.14499712335335,85.03384660812053,6537200,0.0,0.0
2025-04-15 00:00:00-04:00,82.26976013183594,84.17966032530029,82.02982266403302,83.11433738247048,5739600,0.0,0.0
2025-04-16 00:00:00-04:00,82.88400268554688,84.8035025025863,82.54809168202712,82.90319446190055,6093300,0.0,0.0
2025-04-17 00:00:00-04:00,85.3985595703125,86.83818459304506,84.16048117208511,84.27564648762434,7804400,0.0,0.0
2025-04-21 00:00:00-04:00,84.02611541748047,84.3236355743003,82.85521924607012,83.74778703884101,6213500,0.0,0.0
2025-04-22 00:00:00-04:00,86.14716339111328,86.82858502304212,84.2852460189932,85.31217824208477,5556800,0.0,0.0
2025-04-23 00:00:00-04:00,86.31031799316406,87.9802809467918,85.49453195573342,87.1261040305947,7699600,0.0,0.0
2025-04-24 00:00:00-04:00,88.10504913330078,88.49854280874689,86.51186068722693,87.09730874779035,6520300,0.0,0.0
2025-04-25 00:00:00-04:00,88.02826690673828,88.30659527193107,86.9629438725666,87.00133474938399,4736600,0.0,0.0
2025-04-28 00:00:00-04:00,89.18956756591797,89.58306125731465,87.93229741225718,87.93229741225718,4667600,0.0,0.0
2025-04-29 00:00:00-04:00,88.18183135986328,88.88245211342841,86.75180584530992,87.33725395762399,4828800,0.0,0.0
2025-04-30 00:00:00-04:00,85.53291320800781,87.09730289953795,84.5251728901633,87.0781111234704,8415300,0.0,0.0
2025-05-01 00:00:00-04:00,87.00133514404297,87.70194851278312,84.69793378072809,84.87068906603449,8027600,0.0,0.0
2025-05-02 00:00:00-04:00,87.73075866699219,88.71930008164752,86.08957958020692,88.06666973182962,6895400,0.0,0.0
2025-05-05 00:00:00-04:00,84.08370208740234,86.19514925896341,84.02611942780159,86.19514925896341,9275000,0.0,0.0
2025-05-06 00:00:00-04:00,84.10289764404297,85.96481515942232,84.05491453299105,84.95707463727508,8902400,0.0,0.0
2025-05-07 00:00:00-04:00,84.17967987060547,84.76512801376204,83.38308553518758,84.64995536644345,9200900,0.0,0.0
2025-05-08 00:00:00-04:00,85.24500274658203,88.54654540109088,85.12023787084753,85.76326867413718,15884200,0.0,0.0
2025-05-09 00:00:00-04:00,85.02425384521484,87.4044372030814,84.74593277294025,87.23168190031438,7569300,0.0,0.0
2025-05-12 00:00:00-04:00,88.55612182617188,90.4276385620703,88.3833665478168,89.63104437174908,8799600,0.0,0.0
2025-05-13 00:00:00-04:00,90.37965393066406,91.25302992786361,88.57532660287032,88.9976189375436,8293600,0.0,0.0
2025-05-14 00:00:00-04:00,88.84405517578125,90.04374264835165,88.65210810909447,89.26634750926563,7605200,0.0,0.0
2025-05-15 00:00:00-04:00,89.21835327148438,89.33352589996488,87.07811501230917,87.25087029387447,6696200,0.0,0.0
2025-05-16 00:00:00-04:00,88.7096939086914,89.85179876619655,87.82672565494009,89.80380833666837,6696200,0.0,0.0
2025-05-19 00:00:00-04:00,87.50948333740234,88.95167931075513,87.11263335195464,88.80649011157598,7190100,0.78,0.0
2025-05-20 00:00:00-04:00,86.81257629394531,87.52883361646927,86.35765360780543,87.2674989800852,5313200,0.0,0.0
2025-05-21 00:00:00-04:00,84.35406494140625,86.68674375142086,84.24759335831128,86.68674375142086,8639100,0.0,0.0
2025-05-22 00:00:00-04:00,83.36677551269531,83.79266180002243,82.13752288967619,83.60875501510783,6587200,0.0,0.0
2025-05-23 00:00:00-04:00,82.45693969726562,82.96993507385532,82.05040851058054,82.3117505152087,6789600,0.0,0.0
2025-05-27 00:00:00-04:00,82.8053970336914,83.03769531174817,81.84715279052769,82.90218736749596,7227100,0.0,0.0
2025-05-28 00:00:00-04:00,81.86651611328125,83.83138870937323,81.57613772431145,83.74427223883062,6793000,0.0,0.0
2025-05-29 00:00:00-04:00,82.85379028320312,82.86347153217972,81.63421137417794,82.07946021154957,6999800,0.0,0.0
2025-05-30 00:00:00-04:00,82.61180877685547,83.28935588106756,81.82779747496241,82.224640057967,20170600,0.0,0.0
2025-06-02 00:00:00-04:00,83.93785858154297,84.75090623867382,83.10544842707336,84.2572733259711,8634400,0.0,0.0
2025-06-03 00:00:00-04:00,85.08967590332031,85.75753430945475,82.64083713206608,83.87977838940411,5642900,0.0,0.0
2025-06-04 00:00:00-04:00,83.19255828857422,86.01888477149018,83.04737648032214,85.12839450131246,7268000,0.0,0.0
2025-06-05 00:00:00-04:00,82.61180877685547,84.0540046854702,82.4956633304293,84.0540046854702,5110200,0.0,0.0
2025-06-06 00:00:00-04:00,84.42181396484375,84.97352696097984,83.94753618544257,83.96689129731195,6042100,0.0,0.0
2025-06-09 00:00:00-04:00,85.21550750732422,85.96080116969931,84.22822694356326,84.9832092389335,6212600,0.0,0.0
2025-06-10 00:00:00-04:00,88.25476837158203,88.74840864632853,86.22214193712355,86.46412145038357,9687600,0.0,0.0
2025-06-11 00:00:00-04:00,90.35515594482422,90.81007864739567,88.21605776400526,88.87424238769026,8738500,0.0,0.0
2025-06-12 00:00:00-04:00,91.65216064453125,91.71991461126144,89.17428546562286,89.72599844746263,7862300,0.0,0.0
2025-06-13 00:00:00-04:00,93.84933471679688,95.09794990707577,92.39745761897892,93.43312965337057,16849700,0.0,0.0
2025-06-16 00:00:00-04:00,91.95221710205078,93.81061803327604,90.99398027573602,93.03628800424661,10330400,0.0,0.0
2025-06-17 00:00:00-04:00,92.4361801147461,93.64607776022707,91.7876767490793,92.85238520017671,9468100,0.0,0.0
2025-06-18 00:00:00-04:00,90.79071807861328,93.06532407016502,90.31643290655117,92.45553095883625,9116000,0.0,0.0
2025-06-20 00:00:00-04:00,91.65216064453125,92.12643841164264,90.68424261431211,91.3230646742499,16026400,0.0,0.0
2025-06-23 00:00:00-04:00,88.76776123046875,93.2201826707437,88.22572949928195,93.1621099522961,9749700,0.0,0.0
2025-06-24 00:00:00-04:00,86.5221939086914,88.7096907696393,86.18342406807814,87.34492277436038,11016200,0.0,0.0
2025-06-25 00:00:00-04:00,86.14471435546875,87.13198760783384,85.95113368155539,86.44476661542326,8380800,0.0,0.0
2025-06-26 00:00:00-04:00,87.97407531738281,87.99343781473088,86.34797261771008,86.41572658917023,6545000,0.0,0.0
2025-06-27 00:00:00-04:00,87.27717590332031,88.03215086225865,86.91905092181993,87.98375938659525,7555700,0.0,0.0
2025-06-30 00:00:00-04:00,86.86096954345703,87.29653712583938,86.2415025408338,86.63835251247356,6518900,0.0,0.0
2025-07-01 00:00:00-04:00,89.03878784179688,89.36788385018363,86.3382953386451,86.97712485718029,11895200,0.0,0.0
2025-07-02 00:00:00-04:00,91.41018676757812,91.44890437732721,88.96135518182336,90.13253518437438,9436000,0.0,0.0
2025-07-03 00:00:00-04:00,90.674560546875,91.72958764565773,90.5487338625499,90.93589516343589,4331500,0.0,0.0
2025-07-07 00:00:00-04:00,89.58082580566406,90.71328824444564,88.3128480349441,90.35515587819768,6287100,0.0,0.0
2025-07-08 00:00:00-04:00,92.71687316894531,93.81061793379611,89.55177693244946,89.58082067774967,12934700,0.0,0.0
2025-07-09 00:00:00-04:00,91.4972915649414,92.71687036870605,91.37146487762286,92.16515737872682,5351500,0.0,0.0
2025-07-10 00:00:00-04:00,92.31034851074219,92.4748928094692,90.20996069752844,91.08108843289027,4065100,0.0,0.0
2025-07-11 00:00:00-04:00,92.54264831542969,93.10404257472214,91.62312909232877,91.66183931709543,4903400,0.0,0.0
