Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2024-08-12 00:00:00-04:00,,,,,0,0.78,0.0
2024-08-13 00:00:00-04:00,102.42655944824219,103.40979481100021,101.97276295033251,103.0410824515866,5866800,0.0,0.0
2024-08-14 00:00:00-04:00,103.3625259399414,103.84468380657637,102.32256784142301,102.58728366144967,6388000,0.0,0.0
2024-08-15 00:00:00-04:00,105.1588363647461,105.29119429392786,103.69343573213435,103.69343573213435,6307000,0.0,0.0
2024-08-16 00:00:00-04:00,105.11156463623047,105.30064533504775,103.86361327032405,104.29850464797683,3819100,0.0,0.0
2024-08-19 00:00:00-04:00,105.64098358154297,106.59585758486028,105.05482915834982,105.14936949631979,4335600,0.0,0.0
2024-08-20 00:00:00-04:00,103.85414123535156,105.7071592104764,102.90872345949408,105.48026096390086,6783300,0.0,0.0
2024-08-21 00:00:00-04:00,103.63671112060547,105.12101691111056,102.95600908952639,104.76175349861546,4011900,0.0,0.0
2024-08-22 00:00:00-04:00,103.96759033203125,104.48756576280348,103.43815870420062,103.61778317052033,3644500,0.0,0.0
2024-08-23 00:00:00-04:00,105.31954956054688,105.40463370452274,104.2512227775227,104.78066167646915,4024200,0.0,0.0
2024-08-26 00:00:00-04:00,107.36164093017578,108.75140622268222,106.77548652210086,106.85111446274698,6253900,0.0,0.0
2024-08-27 00:00:00-04:00,106.2933349609375,107.45620215356172,105.94352774069239,107.45620215356172,3521700,0.0,0.0
2024-08-28 00:00:00-04:00,106.02861785888672,106.0758844256306,104.6010348246454,105.92462131389765,4506400,0.0,0.0
2024-08-29 00:00:00-04:00,108.12743377685547,108.85540229160705,105.9529700040727,106.81330364356252,5270200,0.0,0.0
2024-08-30 00:00:00-04:00,107.5791015625,107.81545603278944,106.27442748317003,106.94567331323613,5559500,0.0,0.0
2024-09-03 00:00:00-04:00,103.85414123535156,105.80170675843432,103.24907443583999,105.79225056104549,6369900,0.0,0.0
2024-09-04 00:00:00-04:00,102.63455200195312,105.12100538239577,102.52110648452563,104.30794551366097,6251500,0.0,0.0
2024-09-05 00:00:00-04:00,101.58514404296875,103.41925696108167,101.4338809392809,103.25853765936155,5582400,0.0,0.0
2024-09-06 00:00:00-04:00,100.23318481445312,102.69127668904319,99.94956382251456,101.84985548425185,5229900,0.0,0.0
2024-09-09 00:00:00-04:00,99.83612823486328,100.84772509364463,99.77940546933208,100.26157061524576,6477000,0.0,0.0
2024-09-10 00:00:00-04:00,98.32345581054688,99.96848084005447,97.60493622922401,99.78885635444804,5611500,0.0,0.0
2024-09-11 00:00:00-04:00,96.97151184082031,98.36127728104216,95.77083430472463,98.13437900905677,6803100,0.0,0.0
2024-09-12 00:00:00-04:00,97.28350067138672,98.02092545898815,96.57443726592903,97.11332516555824,6775900,0.0,0.0
2024-09-13 00:00:00-04:00,97.85074615478516,98.67326226985534,97.4253110132115,97.68057065556256,5441600,0.0,0.0
2024-09-16 00:00:00-04:00,99.78884887695312,99.92120678820437,98.74888355574303,99.2310486398527,9325300,0.0,0.0
2024-09-17 00:00:00-04:00,102.3792953491211,102.57783222335237,99.55249812130604,99.75103499553732,8661300,0.0,0.0
2024-09-18 00:00:00-04:00,102.69129180908203,103.92978691271955,101.6418773945767,101.65132637995715,7424100,0.0,0.0
2024-09-19 00:00:00-04:00,104.51594543457031,105.27227538123238,103.40035209125048,104.46867165723143,7990700,0.0,0.0
2024-09-20 00:00:00-04:00,103.87306213378906,105.64098890307771,103.74070421137064,105.09265203004385,33515100,0.0,0.0
2024-09-23 00:00:00-04:00,103.70288848876953,104.88466082650109,101.6229648465824,104.0905060648032,8197600,0.0,0.0
2024-09-24 00:00:00-04:00,102.96546173095703,105.38572912410223,102.84255279389008,105.26282018703527,7787400,0.0,0.0
2024-09-25 00:00:00-04:00,99.95902252197266,102.88035992597612,99.92120494617443,102.57782653255539,6561400,0.0,0.0
2024-09-26 00:00:00-04:00,96.72569274902344,98.53144420811125,96.5933348341439,97.37803333876212,9524000,0.0,0.0
2024-09-27 00:00:00-04:00,99.00415802001953,99.11760354527907,96.99986958916733,97.02823097048223,5489500,0.0,0.0
2024-09-30 00:00:00-04:00,99.53358459472656,99.8172128192425,98.20054925061854,98.70161952936004,6584000,0.0,0.0
2024-10-01 00:00:00-04:00,103.40034484863281,103.69342205130144,98.4179891254749,98.83397525542925,8067600,0.0,0.0
2024-10-02 00:00:00-04:00,104.33631134033203,105.54644499757521,102.66291775729611,105.20609400485488,7559900,0.0,0.0
2024-10-03 00:00:00-04:00,106.28387451171875,106.36896587019855,103.98650881428641,104.65775463199336,7397400,0.0,0.0
2024-10-04 00:00:00-04:00,108.28816223144531,108.37324637637144,105.93407378659988,107.37110575586813,7585100,0.0,0.0
2024-10-07 00:00:00-04:00,108.45832824707031,109.74409699745546,108.193612424279,108.66632131153926,4899800,0.0,0.0
2024-10-08 00:00:00-04:00,104.7522964477539,106.75657759276145,104.14722962515177,106.58640209809425,5579800,0.0,0.0
2024-10-09 00:00:00-04:00,104.91301727294922,105.43299274930956,103.57052569155486,103.91087668584719,4217200,0.0,0.0
2024-10-10 00:00:00-04:00,105.75444030761719,106.67149676777666,104.71448212475318,105.54644722845124,3946400,0.0,0.0
2024-10-11 00:00:00-04:00,104.45921325683594,105.60316795725458,104.25122018167518,104.70502391047735,6820300,0.0,0.0
2024-10-14 00:00:00-04:00,103.4948959350586,104.40249622954418,102.95600803480258,103.7123380070576,5174000,0.0,0.0
2024-10-15 00:00:00-04:00,99.46739959716797,101.28259992753752,99.38231546275921,100.21428047760402,6395700,0.0,0.0
2024-10-16 00:00:00-04:00,99.4201431274414,100.21429064770916,99.30669039041787,99.87393964960422,4602900,0.0,0.0
2024-10-17 00:00:00-04:00,100.35610961914062,100.44119376629885,99.21215484745093,99.57141104595121,5093400,0.0,0.0
2024-10-18 00:00:00-04:00,99.90230560302734,100.34665316049971,98.9852491057701,100.14811627134597,4326600,0.0,0.0
2024-10-21 00:00:00-04:00,99.25940704345703,101.00842842938782,98.97578604769163,100.82880396262588,4387000,0.0,0.0
2024-10-22 00:00:00-04:00,99.26887512207031,100.03466127914865,99.04197685570745,100.00629989747402,4710800,0.0,0.0
2024-10-23 00:00:00-04:00,98.80562591552734,99.32560142836336,98.00202214989636,98.88125386503539,4541300,0.0,0.0
2024-10-24 00:00:00-04:00,98.67326354980469,99.42959350163152,97.80347364640345,99.26887419832697,3504600,0.0,0.0
2024-10-25 00:00:00-04:00,98.85289001464844,99.67540615684824,98.55981278358495,99.32559894886228,3823100,0.0,0.0
2024-10-28 00:00:00-04:00,97.62385559082031,97.7089397406574,95.95991804644355,96.24354630516633,4438900,0.0,0.0
2024-10-29 00:00:00-04:00,96.73515319824219,98.09655719736986,96.58389009443117,97.34022003941766,3809400,0.0,0.0
2024-10-30 00:00:00-04:00,97.359130859375,97.78456599573228,96.78242540868987,97.24567812362912,6413100,0.0,0.0
2024-10-31 00:00:00-04:00,103.56107330322266,104.61048770539969,100.21429321154534,101.13134969029156,11969400,0.0,0.0
2024-11-01 00:00:00-04:00,101.95386505126953,104.00542741994032,100.85718401458942,103.53271845984438,7428000,0.0,0.0
2024-11-04 00:00:00-05:00,102.9181900024414,104.06214476066594,102.78583207755368,103.05054792732915,5441700,0.0,0.0
2024-11-05 00:00:00-05:00,103.24907684326172,104.01486295141298,102.65346622725134,103.23017166100846,6003100,0.0,0.0
2024-11-06 00:00:00-05:00,107.42781829833984,108.60014152309083,105.31008451928297,105.8867899343555,7733600,0.0,0.0
2024-11-07 00:00:00-05:00,106.26496124267578,107.76817206943936,105.75443476953947,107.69254412794776,5442000,0.0,0.0
2024-11-08 00:00:00-05:00,106.23641204833984,106.62674558556203,105.25582796089763,105.76992207014679,5314000,0.78,0.0
2024-11-11 00:00:00-05:00,106.6743392944336,107.3407534838858,105.62710662048025,106.16976024999701,3820200,0.0,0.0
2024-11-12 00:00:00-05:00,105.33197784423828,107.4169135809481,105.17013544127651,107.0646619421169,5175700,0.0,0.0
2024-11-13 00:00:00-05:00,106.45537567138672,107.06467074955185,104.24667919719556,105.12253996413665,5961600,0.0,0.0
2024-11-14 00:00:00-05:00,107.50259399414062,107.59779498190002,106.00791596987168,107.18842419750179,4389900,0.0,0.0
2024-11-15 00:00:00-05:00,106.93138122558594,108.5974239397349,106.51248816175014,107.27411059356616,4124000,0.0,0.0
2024-11-18 00:00:00-05:00,108.30230712890625,108.96872136109866,107.34076036813974,107.95005545567862,5089000,0.0,0.0
2024-11-19 00:00:00-05:00,107.66443634033203,108.6640648696793,106.86473932755004,107.21699097177246,5100000,0.0,0.0
2024-11-20 00:00:00-05:00,107.9881362915039,108.52126767224651,107.23603608603042,107.48356448281963,4092700,0.0,0.0
2024-11-21 00:00:00-05:00,106.53153228759766,109.84457314688032,106.15072107322604,108.7878254770997,12535500,0.0,0.0
2024-11-22 00:00:00-05:00,106.38873291015625,107.32172007249956,105.79847513288843,106.7885814382876,7516200,0.0,0.0
2024-11-25 00:00:00-05:00,101.0097885131836,106.58865214043531,100.47665716751962,106.53153300007699,23447400,0.0,0.0
2024-11-26 00:00:00-05:00,101.65716552734375,102.1998191515215,99.86736224801727,101.50484539841185,12073700,0.0,0.0
2024-11-27 00:00:00-05:00,102.23790740966797,103.76114511133956,101.97134171979673,102.20934783766323,6237600,0.0,0.0
2024-11-29 00:00:00-05:00,103.14231872558594,103.31368340598745,102.20933889268747,102.5806278229958,3918700,0.0,0.0
2024-12-02 00:00:00-05:00,101.04786682128906,103.52312874949071,100.47665364760708,103.14231754591286,5939700,0.0,0.0
2024-12-03 00:00:00-05:00,100.96219635009766,102.50447131851854,100.63850425847082,101.89517624843643,5862600,0.0,0.0
2024-12-04 00:00:00-05:00,98.54405212402344,101.01931422303262,97.89667521227919,100.85747181093907,7291000,0.0,0.0
2024-12-05 00:00:00-05:00,99.429443359375,100.79083871578676,99.0200725245555,100.0387384721244,7074700,0.0,0.0
2024-12-06 00:00:00-05:00,98.2679672241211,99.57223610302889,97.48730744712223,99.43895325793422,5365600,0.0,0.0
2024-12-09 00:00:00-05:00,98.21084594726562,100.01017158033912,97.94427299949498,99.21998954203039,6526500,0.0,0.0
2024-12-10 00:00:00-05:00,97.44921875,99.14382103003254,97.2016903707707,98.65828654937464,5860800,0.0,0.0
