Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-05-18 09:30:00-04:00,565.0,567.2100219726562,551.739990234375,551.8800048828125,1162228,0.0,0.0,0.0
2026-05-18 09:45:00-04:00,551.7899780273438,555.5,549.8049926757812,551.8800048828125,997479,0.0,0.0,0.0
2026-05-18 10:00:00-04:00,551.889892578125,552.7144775390625,547.1799926757812,552.614990234375,636167,0.0,0.0,0.0
2026-05-18 10:15:00-04:00,552.7100219726562,553.5449829101562,545.719970703125,546.4600219726562,553881,0.0,0.0,0.0
2026-05-18 10:30:00-04:00,545.5999755859375,547.14501953125,542.0800170898438,544.9600219726562,794887,0.0,0.0,0.0
2026-05-18 10:45:00-04:00,544.9600219726562,546.6500244140625,541.5,545.8300170898438,469600,0.0,0.0,0.0
2026-05-18 11:00:00-04:00,546.0800170898438,549.030029296875,544.6500244140625,547.1300048828125,502608,0.0,0.0,0.0
2026-05-18 11:15:00-04:00,546.7000122070312,546.9199829101562,543.489990234375,543.489990234375,303475,0.0,0.0,0.0
2026-05-18 11:30:00-04:00,543.5693969726562,548.0899047851562,543.1500244140625,546.3049926757812,350322,0.0,0.0,0.0
2026-05-18 11:45:00-04:00,546.3049926757812,547.219970703125,544.9099731445312,545.2650146484375,300646,0.0,0.0,0.0
2026-05-18 12:00:00-04:00,544.489990234375,545.5900268554688,543.5532836914062,544.8800048828125,192145,0.0,0.0,0.0
2026-05-18 12:15:00-04:00,544.8499755859375,546.0800170898438,539.3900146484375,539.905029296875,401348,0.0,0.0,0.0
2026-05-18 12:30:00-04:00,539.9400024414062,542.4000244140625,538.7600708007812,542.0349731445312,350707,0.0,0.0,0.0
2026-05-18 12:45:00-04:00,542.010009765625,545.6099853515625,540.8800048828125,544.510009765625,280490,0.0,0.0,0.0
2026-05-18 13:00:00-04:00,544.510009765625,544.8350219726562,543.10498046875,543.3599853515625,218165,0.0,0.0,0.0
2026-05-18 13:15:00-04:00,543.2750244140625,543.780029296875,541.5650024414062,543.4000244140625,191696,0.0,0.0,0.0
2026-05-18 13:30:00-04:00,543.4000244140625,544.2100219726562,541.9550170898438,543.6300048828125,217740,0.0,0.0,0.0
2026-05-18 13:45:00-04:00,543.5330200195312,543.6599731445312,541.5401000976562,543.0599975585938,251684,0.0,0.0,0.0
2026-05-18 14:00:00-04:00,543.0700073242188,543.2449951171875,539.9600219726562,540.1099853515625,187409,0.0,0.0,0.0
2026-05-18 14:15:00-04:00,540.030029296875,540.1599731445312,537.4500122070312,539.1900024414062,329857,0.0,0.0,0.0
2026-05-18 14:30:00-04:00,539.3099975585938,540.1400146484375,537.8599853515625,538.9199829101562,229888,0.0,0.0,0.0
2026-05-18 14:45:00-04:00,539.1599731445312,539.389892578125,536.8699951171875,539.0449829101562,350925,0.0,0.0,0.0
2026-05-18 15:00:00-04:00,539.0,545.5798950195312,539.0,541.5800170898438,694875,0.0,0.0,0.0
2026-05-18 15:15:00-04:00,541.75,542.0399780273438,539.1400146484375,539.9299926757812,282658,0.0,0.0,0.0
2026-05-18 15:30:00-04:00,539.969970703125,544.760009765625,539.5700073242188,544.5800170898438,775869,0.0,0.0,0.0
2026-05-18 15:45:00-04:00,544.52001953125,547.1400146484375,544.469970703125,546.1500244140625,1054408,0.0,0.0,0.0
2026-05-19 09:30:00-04:00,536.6799926757812,549.2050170898438,536.5,541.6599731445312,1464186,0.0,0.0,0.0
2026-05-19 09:45:00-04:00,541.719970703125,542.75,537.1801147460938,537.6699829101562,732998,0.0,0.0,0.0
