Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-18 09:30:00-04:00,189.42999267578125,189.42999267578125,186.97000122070312,188.5050048828125,91545,0.0,0.0
2026-05-18 09:35:00-04:00,188.8000030517578,189.97999572753906,188.72999572753906,189.7100067138672,57465,0.0,0.0
2026-05-18 09:40:00-04:00,189.52479553222656,189.8800048828125,189.25,189.61500549316406,65632,0.0,0.0
2026-05-18 09:45:00-04:00,189.61500549316406,189.94000244140625,189.4550018310547,189.53500366210938,56957,0.0,0.0
2026-05-18 09:50:00-04:00,189.41000366210938,189.67999267578125,189.22999572753906,189.28790283203125,52340,0.0,0.0
2026-05-18 09:55:00-04:00,189.34500122070312,189.8000030517578,188.99000549316406,189.05499267578125,30959,0.0,0.0
2026-05-18 10:00:00-04:00,189.13499450683594,189.5399932861328,189.02999877929688,189.10000610351562,31841,0.0,0.0
2026-05-18 10:05:00-04:00,189.09500122070312,189.09500122070312,188.14999389648438,188.2899932861328,26938,0.0,0.0
2026-05-18 10:10:00-04:00,188.42999267578125,188.6300048828125,188.2100067138672,188.2100067138672,18379,0.0,0.0
2026-05-18 10:15:00-04:00,188.11000061035156,189.05999755859375,187.8699951171875,188.8300018310547,44084,0.0,0.0
2026-05-18 10:20:00-04:00,188.81500244140625,189.03500366210938,188.6750030517578,189.03500366210938,30508,0.0,0.0
2026-05-18 10:25:00-04:00,189.07000732421875,189.1999969482422,188.80499267578125,189.13999938964844,41888,0.0,0.0
2026-05-18 10:30:00-04:00,189.1699981689453,189.39999389648438,188.92010498046875,189.3350067138672,46951,0.0,0.0
2026-05-18 10:35:00-04:00,189.3800048828125,189.3800048828125,189.00999450683594,189.14999389648438,27606,0.0,0.0
2026-05-18 10:40:00-04:00,189.1199951171875,189.27000427246094,189.00999450683594,189.0500030517578,24912,0.0,0.0
2026-05-18 10:45:00-04:00,189.0399932861328,190.77000427246094,189.00999450683594,190.77000427246094,87852,0.0,0.0
2026-05-18 10:50:00-04:00,190.9499969482422,191.0,189.99000549316406,190.14500427246094,60431,0.0,0.0
2026-05-18 10:55:00-04:00,190.19000244140625,190.27000427246094,189.8000030517578,189.97000122070312,47987,0.0,0.0
2026-05-18 11:00:00-04:00,189.96499633789062,190.20660400390625,189.7100067138672,189.7100067138672,0,0.0,0.0
