Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-13 00:00:00-04:00,65.35553377040016,66.21053344201572,65.2239964621894,66.08838653564453,4958800,0.0,0.0
2024-08-14 00:00:00-04:00,66.39843679859275,67.57288208158008,66.2011308512403,66.89640045166016,7575400,0.0,0.0
2024-08-15 00:00:00-04:00,66.81185407670664,67.01855762512673,65.82531702042756,66.03202056884766,5534700,0.0,0.0
2024-08-16 00:00:00-04:00,66.13536802844949,66.18234871120589,65.5152645918904,65.8816909790039,5130900,0.0,0.0
2024-08-19 00:00:00-04:00,66.19173365028419,66.70849244497289,65.84410243226195,66.60514068603516,3934900,0.0,0.0
2024-08-20 00:00:00-04:00,66.3514792574421,66.99976833527217,66.20114678428061,66.6897201538086,3817000,0.0,0.0
2024-08-21 00:00:00-04:00,66.9245913518156,67.49771403964502,66.63332405509661,66.80244445800781,3845800,0.0,0.0
2024-08-22 00:00:00-04:00,66.94340199572805,66.99038268898892,66.34208639687535,66.54878997802734,3630300,0.0,0.0
2024-08-23 00:00:00-04:00,66.88701558149485,66.99036734840362,66.44542297165661,66.92459869384766,4586600,0.0,0.0
2024-08-26 00:00:00-04:00,67.17828769838937,67.77960326656554,66.98098169960473,67.07493591308594,3516800,0.0,0.0
2024-08-27 00:00:00-04:00,67.37558495309858,67.51651983915322,66.85883326189298,66.94338989257812,4236000,0.0,0.0
2024-08-28 00:00:00-04:00,66.94338989257812,67.27223318120825,66.77426946296177,66.94338989257812,3363500,0.0,0.0
2024-08-29 00:00:00-04:00,67.0749221418453,67.0749221418453,66.21992965598479,66.45481872558594,5462600,0.0,0.0
2024-08-30 00:00:00-04:00,66.63332375655136,67.62925819956402,66.37024916836704,67.46952819824219,6158200,0.0,0.0
2024-09-03 00:00:00-04:00,67.59168204258495,68.04266504920973,67.12190389587418,67.88294219970703,7366700,0.0,0.0
2024-09-04 00:00:00-04:00,68.09905693269761,71.10563480617886,68.0896593607735,70.72041320800781,9422000,0.0,0.0
2024-09-05 00:00:00-04:00,70.72040964022322,71.15261190796356,70.01574231465275,70.53250122070312,7607800,0.0,0.0
2024-09-06 00:00:00-04:00,70.67342372320107,71.34990538401189,70.52309127935622,70.75798034667969,8019900,0.0,0.0
2024-09-09 00:00:00-04:00,70.56066685536837,71.4438519480306,70.34457295072423,71.13379669189453,8018300,0.0,0.0
2024-09-10 00:00:00-04:00,71.25595134708057,71.4626548944921,70.39156121085612,70.5888671875,4770100,0.0,0.0
2024-09-11 00:00:00-04:00,70.6546318694024,70.6546318694024,69.28288051262935,69.85601043701172,5327500,0.0,0.0
2024-09-12 00:00:00-04:00,69.57414529634448,70.03452586574124,69.0292009343876,69.88419342041016,5807700,0.0,0.0
2024-09-13 00:00:00-04:00,69.9217751783301,70.84254346754666,69.7526547647289,70.71100616455078,3603100,0.0,0.0
2024-09-16 00:00:00-04:00,71.16199713873826,71.38749582766802,70.44793946186597,70.96469116210938,4731100,0.0,0.0
2024-09-17 00:00:00-04:00,71.10562094814654,71.34990759283419,70.55127900461444,70.56067657470703,3533600,0.0,0.0
2024-09-18 00:00:00-04:00,70.54188793434315,70.93649985554471,70.00634113607084,70.51370239257812,4622200,0.0,0.0
