ts,symbol,funding_rate,venue
1755194400000,BTC/USD:BTC,7.141602777778e-06,krakenfutures
1755198000000,BTC/USD:BTC,1.0475638888889e-05,krakenfutures
1755201600000,BTC/USD:BTC,7.709041666667e-06,krakenfutures
1755205200000,BTC/USD:BTC,6.632225e-06,krakenfutures
1755208800000,BTC/USD:BTC,4.462575e-06,krakenfutures
1755212400000,BTC/USD:BTC,4.261511111111e-06,krakenfutures
1755216000000,BTC/USD:BTC,6.681241666667e-06,krakenfutures
1755219600000,BTC/USD:BTC,8.212611111111e-06,krakenfutures
1755223200000,BTC/USD:BTC,9.609266666667e-06,krakenfutures
1755226800000,BTC/USD:BTC,9.336215277778e-06,krakenfutures
1755230400000,BTC/USD:BTC,7.039776388889e-06,krakenfutures
1755234000000,BTC/USD:BTC,4.049970833333e-06,krakenfutures
1755237600000,BTC/USD:BTC,9.7820875e-06,krakenfutures
1755241200000,BTC/USD:BTC,1.1538038888889e-05,krakenfutures
1755244800000,BTC/USD:BTC,1.0837673611111e-05,krakenfutures
1755248400000,BTC/USD:BTC,1.1395848611111e-05,krakenfutures
1755252000000,BTC/USD:BTC,8.816101388889e-06,krakenfutures
1755255600000,BTC/USD:BTC,8.2616e-06,krakenfutures
1755259200000,BTC/USD:BTC,1.0085679166667e-05,krakenfutures
1755262800000,BTC/USD:BTC,5.521634722222e-06,krakenfutures
1755266400000,BTC/USD:BTC,8.156848611111e-06,krakenfutures
1755270000000,BTC/USD:BTC,6.681783333333e-06,krakenfutures
1755273600000,BTC/USD:BTC,7.165601388889e-06,krakenfutures
1755277200000,BTC/USD:BTC,5.7528625e-06,krakenfutures
1755280800000,BTC/USD:BTC,7.3995e-06,krakenfutures
1755284400000,BTC/USD:BTC,8.40645e-06,krakenfutures
1755288000000,BTC/USD:BTC,1.1032370833333e-05,krakenfutures
1755291600000,BTC/USD:BTC,9.462134722222e-06,krakenfutures
1755295200000,BTC/USD:BTC,7.259354166667e-06,krakenfutures
1755298800000,BTC/USD:BTC,8.886258333333e-06,krakenfutures
1755302400000,BTC/USD:BTC,-6.88215277778e-07,krakenfutures
1755306000000,BTC/USD:BTC,2.692266666667e-06,krakenfutures
1755309600000,BTC/USD:BTC,-6.83918055556e-07,krakenfutures
1755313200000,BTC/USD:BTC,-3.177551388889e-06,krakenfutures
1755316800000,BTC/USD:BTC,1.318966666667e-06,krakenfutures
1755320400000,BTC/USD:BTC,4.160238888889e-06,krakenfutures
1755324000000,BTC/USD:BTC,2.339634722222e-06,krakenfutures
1755327600000,BTC/USD:BTC,3.39547222222e-07,krakenfutures
1755331200000,BTC/USD:BTC,2.982295833333e-06,krakenfutures
1755334800000,BTC/USD:BTC,9.26880555556e-07,krakenfutures
1755338400000,BTC/USD:BTC,1.726631944444e-06,krakenfutures
1755342000000,BTC/USD:BTC,1.574663888889e-06,krakenfutures
1755345600000,BTC/USD:BTC,1.934670833333e-06,krakenfutures
1755349200000,BTC/USD:BTC,9.32747222222e-07,krakenfutures
1755352800000,BTC/USD:BTC,2.592922222222e-06,krakenfutures
1755356400000,BTC/USD:BTC,2.11548611111e-07,krakenfutures
1755360000000,BTC/USD:BTC,-5.438875e-07,krakenfutures
1755363600000,BTC/USD:BTC,1.049994444444e-06,krakenfutures
1755367200000,BTC/USD:BTC,5.48243055556e-07,krakenfutures
1755370800000,BTC/USD:BTC,-1.440216666667e-06,krakenfutures
1755374400000,BTC/USD:BTC,8.13625e-07,krakenfutures
1755378000000,BTC/USD:BTC,-1.558359722222e-06,krakenfutures
1755381600000,BTC/USD:BTC,1.09455555556e-07,krakenfutures
1755385200000,BTC/USD:BTC,-1.540541666667e-06,krakenfutures
1755388800000,BTC/USD:BTC,-1.013879166667e-06,krakenfutures
1755392400000,BTC/USD:BTC,-2.155695833333e-06,krakenfutures
1755396000000,BTC/USD:BTC,-8.34815277778e-07,krakenfutures
1755399600000,BTC/USD:BTC,-3.049208333333e-06,krakenfutures
1755403200000,BTC/USD:BTC,-1.989622222222e-06,krakenfutures
1755406800000,BTC/USD:BTC,-3.231765277778e-06,krakenfutures
1755410400000,BTC/USD:BTC,6.27536111111e-07,krakenfutures
1755414000000,BTC/USD:BTC,-2.45595833333e-07,krakenfutures
1755417600000,BTC/USD:BTC,-2.1584e-06,krakenfutures
1755421200000,BTC/USD:BTC,-1.503516666667e-06,krakenfutures
1755424800000,BTC/USD:BTC,-3.859709722222e-06,krakenfutures
1755428400000,BTC/USD:BTC,-3.577577777778e-06,krakenfutures
1755432000000,BTC/USD:BTC,-2.992105555556e-06,krakenfutures
1755435600000,BTC/USD:BTC,-3.480258333333e-06,krakenfutures
1755439200000,BTC/USD:BTC,-3.074001388889e-06,krakenfutures
1755442800000,BTC/USD:BTC,1.590519444444e-06,krakenfutures
1755446400000,BTC/USD:BTC,1.116070833333e-06,krakenfutures
1755450000000,BTC/USD:BTC,1.434936111111e-06,krakenfutures
1755453600000,BTC/USD:BTC,2.16776388889e-07,krakenfutures
1755457200000,BTC/USD:BTC,1.55954166667e-07,krakenfutures
1755460800000,BTC/USD:BTC,3.816418055556e-06,krakenfutures
1755464400000,BTC/USD:BTC,2.838419444444e-06,krakenfutures
1755468000000,BTC/USD:BTC,3.500165277778e-06,krakenfutures
1755471600000,BTC/USD:BTC,6.203348611111e-06,krakenfutures
1755475200000,BTC/USD:BTC,4.265101388889e-06,krakenfutures
1755478800000,BTC/USD:BTC,4.768618055556e-06,krakenfutures
1755482400000,BTC/USD:BTC,-2.18658333333e-07,krakenfutures
1755486000000,BTC/USD:BTC,6.80302777778e-07,krakenfutures
1755489600000,BTC/USD:BTC,3.112780555556e-06,krakenfutures
1755493200000,BTC/USD:BTC,5.130866666667e-06,krakenfutures
1755496800000,BTC/USD:BTC,3.287880555556e-06,krakenfutures
1755500400000,BTC/USD:BTC,-1.376555555556e-06,krakenfutures
1755504000000,BTC/USD:BTC,-9.799875e-07,krakenfutures
1755507600000,BTC/USD:BTC,1.550795833333e-06,krakenfutures
1755511200000,BTC/USD:BTC,1.012575e-06,krakenfutures
1755514800000,BTC/USD:BTC,4.961333333333e-06,krakenfutures
1755518400000,BTC/USD:BTC,1.857441666667e-06,krakenfutures
1755522000000,BTC/USD:BTC,3.576838888889e-06,krakenfutures
1755525600000,BTC/USD:BTC,-1.66113888889e-07,krakenfutures
1755529200000,BTC/USD:BTC,1.790079166667e-06,krakenfutures
1755532800000,BTC/USD:BTC,-5.595693055556e-06,krakenfutures
1755536400000,BTC/USD:BTC,-5.233129166667e-06,krakenfutures
1755540000000,BTC/USD:BTC,-8.022813888889e-06,krakenfutures
1755543600000,BTC/USD:BTC,-3.893172222222e-06,krakenfutures
1755547200000,BTC/USD:BTC,1.871804166667e-06,krakenfutures
1755550800000,BTC/USD:BTC,-1.122915277778e-06,krakenfutures
1755554400000,BTC/USD:BTC,5.0104166667e-08,krakenfutures
1755558000000,BTC/USD:BTC,-1.141744444444e-06,krakenfutures
1755561600000,BTC/USD:BTC,-3.310105555556e-06,krakenfutures
1755565200000,BTC/USD:BTC,4.799811111111e-06,krakenfutures
1755568800000,BTC/USD:BTC,3.224538888889e-06,krakenfutures
1755572400000,BTC/USD:BTC,3.392068055556e-06,krakenfutures
1755576000000,BTC/USD:BTC,7.261625e-07,krakenfutures
1755579600000,BTC/USD:BTC,1.555794444444e-06,krakenfutures
1755583200000,BTC/USD:BTC,-1.708208333333e-06,krakenfutures
1755586800000,BTC/USD:BTC,-3.46261111111e-07,krakenfutures
1755590400000,BTC/USD:BTC,1.72822222222e-07,krakenfutures
1755594000000,BTC/USD:BTC,2.974734722222e-06,krakenfutures
1755597600000,BTC/USD:BTC,2.575965277778e-06,krakenfutures
1755601200000,BTC/USD:BTC,3.466559722222e-06,krakenfutures
1755604800000,BTC/USD:BTC,1.532170833333e-06,krakenfutures
1755608400000,BTC/USD:BTC,5.65238888889e-07,krakenfutures
1755612000000,BTC/USD:BTC,1.505158333333e-06,krakenfutures
1755615600000,BTC/USD:BTC,8.2215e-06,krakenfutures
1755619200000,BTC/USD:BTC,5.172476388889e-06,krakenfutures
1755622800000,BTC/USD:BTC,5.972204166667e-06,krakenfutures
1755626400000,BTC/USD:BTC,4.600430555556e-06,krakenfutures
1755630000000,BTC/USD:BTC,6.085956944444e-06,krakenfutures
1755633600000,BTC/USD:BTC,4.101308333333e-06,krakenfutures
1755637200000,BTC/USD:BTC,6.85079166667e-07,krakenfutures
1755640800000,BTC/USD:BTC,-1.738704166667e-06,krakenfutures
1755644400000,BTC/USD:BTC,-2.685238888889e-06,krakenfutures
1755648000000,BTC/USD:BTC,-4.008845833333e-06,krakenfutures
1755651600000,BTC/USD:BTC,3.100993055556e-06,krakenfutures
1755655200000,BTC/USD:BTC,-1.894825e-06,krakenfutures
1755658800000,BTC/USD:BTC,2.732998611111e-06,krakenfutures
1755662400000,BTC/USD:BTC,9.8527777778e-08,krakenfutures
1755666000000,BTC/USD:BTC,-5.15568055556e-07,krakenfutures
1755669600000,BTC/USD:BTC,-2.230770833333e-06,krakenfutures
1755673200000,BTC/USD:BTC,-1.988526388889e-06,krakenfutures
1755676800000,BTC/USD:BTC,-1.787615277778e-06,krakenfutures
1755680400000,BTC/USD:BTC,2.778486111111e-06,krakenfutures
1755684000000,BTC/USD:BTC,1.276981944444e-06,krakenfutures
1755687600000,BTC/USD:BTC,3.031501388889e-06,krakenfutures
1755691200000,BTC/USD:BTC,4.10331944444e-07,krakenfutures
1755694800000,BTC/USD:BTC,1.2069625e-06,krakenfutures
1755698400000,BTC/USD:BTC,-1.041393055556e-06,krakenfutures
1755702000000,BTC/USD:BTC,6.433561111111e-06,krakenfutures
1755705600000,BTC/USD:BTC,4.687663888889e-06,krakenfutures
1755709200000,BTC/USD:BTC,1.0858801388889e-05,krakenfutures
1755712800000,BTC/USD:BTC,7.470356944444e-06,krakenfutures
1755716400000,BTC/USD:BTC,9.818858333333e-06,krakenfutures
1755720000000,BTC/USD:BTC,1.4496488888889e-05,krakenfutures
1755723600000,BTC/USD:BTC,1.1531511111111e-05,krakenfutures
1755727200000,BTC/USD:BTC,4.790745833333e-06,krakenfutures
1755730800000,BTC/USD:BTC,4.670540277778e-06,krakenfutures
1755734400000,BTC/USD:BTC,2.041230555556e-06,krakenfutures
1755738000000,BTC/USD:BTC,5.990313888889e-06,krakenfutures
1755741600000,BTC/USD:BTC,8.344913888889e-06,krakenfutures
1755745200000,BTC/USD:BTC,2.593161111111e-06,krakenfutures
1755748800000,BTC/USD:BTC,5.306863888889e-06,krakenfutures
1755752400000,BTC/USD:BTC,2.750430555556e-06,krakenfutures
1755756000000,BTC/USD:BTC,9.239552777778e-06,krakenfutures
1755759600000,BTC/USD:BTC,4.84435e-06,krakenfutures
1755763200000,BTC/USD:BTC,4.533245689655e-06,krakenfutures
1755766800000,BTC/USD:BTC,6.170623611111e-06,krakenfutures
1755770400000,BTC/USD:BTC,1.0376340277778e-05,krakenfutures
1755774000000,BTC/USD:BTC,1.1154184722222e-05,krakenfutures
1755777600000,BTC/USD:BTC,1.0876884722222e-05,krakenfutures
1755781200000,BTC/USD:BTC,8.717305555556e-06,krakenfutures
1755784800000,BTC/USD:BTC,9.820013888889e-06,krakenfutures
1755788400000,BTC/USD:BTC,8.168509722222e-06,krakenfutures
1755792000000,BTC/USD:BTC,1.51047625e-05,krakenfutures
1755795600000,BTC/USD:BTC,1.6568759722222e-05,krakenfutures
1755799200000,BTC/USD:BTC,1.4725334722222e-05,krakenfutures
1755802800000,BTC/USD:BTC,1.6220395833333e-05,krakenfutures
1755806400000,BTC/USD:BTC,1.2229983333333e-05,krakenfutures
1755810000000,BTC/USD:BTC,6.216915277778e-06,krakenfutures
1755813600000,BTC/USD:BTC,1.0629280555556e-05,krakenfutures
1755817200000,BTC/USD:BTC,1.0797675e-05,krakenfutures
1755820800000,BTC/USD:BTC,6.820913888889e-06,krakenfutures
1755824400000,BTC/USD:BTC,9.4456125e-06,krakenfutures
1755828000000,BTC/USD:BTC,1.3381180555556e-05,krakenfutures
1755831600000,BTC/USD:BTC,1.4386534722222e-05,krakenfutures
1755835200000,BTC/USD:BTC,1.2175897222222e-05,krakenfutures
1755838800000,BTC/USD:BTC,1.6299213888889e-05,krakenfutures
1755842400000,BTC/USD:BTC,1.8300765277778e-05,krakenfutures
1755846000000,BTC/USD:BTC,1.3166375e-05,krakenfutures
1755849600000,BTC/USD:BTC,1.1211344444444e-05,krakenfutures
1755853200000,BTC/USD:BTC,1.3996491666667e-05,krakenfutures
1755856800000,BTC/USD:BTC,1.62405875e-05,krakenfutures
1755860400000,BTC/USD:BTC,1.2000896505376e-05,krakenfutures
1755864000000,BTC/USD:BTC,9.269625e-06,krakenfutures
1755867600000,BTC/USD:BTC,8.433972222222e-06,krakenfutures
1755871200000,BTC/USD:BTC,4.486268055556e-06,krakenfutures
1755874800000,BTC/USD:BTC,-7.84123611111e-07,krakenfutures
1755878400000,BTC/USD:BTC,-2.691630555556e-06,krakenfutures
1755882000000,BTC/USD:BTC,9.956554166667e-06,krakenfutures
1755885600000,BTC/USD:BTC,1.53783875e-05,krakenfutures
1755889200000,BTC/USD:BTC,7.517276388889e-06,krakenfutures
1755892800000,BTC/USD:BTC,8.419944444444e-06,krakenfutures
1755896400000,BTC/USD:BTC,1.0919570833333e-05,krakenfutures
1755900000000,BTC/USD:BTC,1.2440572222222e-05,krakenfutures
1755903600000,BTC/USD:BTC,1.1443111111111e-05,krakenfutures
1755907200000,BTC/USD:BTC,1.21953375e-05,krakenfutures
1755910800000,BTC/USD:BTC,1.3108536111111e-05,krakenfutures
1755914400000,BTC/USD:BTC,1.3341704166667e-05,krakenfutures
1755918000000,BTC/USD:BTC,1.285005e-05,krakenfutures
1755921600000,BTC/USD:BTC,1.2669026388889e-05,krakenfutures
1755925200000,BTC/USD:BTC,1.8367027777778e-05,krakenfutures
1755928800000,BTC/USD:BTC,1.9893477777778e-05,krakenfutures
1755932400000,BTC/USD:BTC,2.0513904166667e-05,krakenfutures
1755936000000,BTC/USD:BTC,2.0089522222222e-05,krakenfutures
1755939600000,BTC/USD:BTC,2.1083931944444e-05,krakenfutures
1755943200000,BTC/USD:BTC,2.2872173611111e-05,krakenfutures
1755946800000,BTC/USD:BTC,1.6752686111111e-05,krakenfutures
1755950400000,BTC/USD:BTC,2.0342368055556e-05,krakenfutures
1755954000000,BTC/USD:BTC,2.02093125e-05,krakenfutures
1755957600000,BTC/USD:BTC,2.1816616666667e-05,krakenfutures
1755961200000,BTC/USD:BTC,2.0930408333333e-05,krakenfutures
1755964800000,BTC/USD:BTC,1.7522586111111e-05,krakenfutures
1755968400000,BTC/USD:BTC,2.0457697222222e-05,krakenfutures
1755972000000,BTC/USD:BTC,2.1707890277778e-05,krakenfutures
1755975600000,BTC/USD:BTC,2.3796559722222e-05,krakenfutures
1755979200000,BTC/USD:BTC,2.2246245833333e-05,krakenfutures
1755982800000,BTC/USD:BTC,2.2271211111111e-05,krakenfutures
1755986400000,BTC/USD:BTC,2.4716211111111e-05,krakenfutures
1755990000000,BTC/USD:BTC,2.10790125e-05,krakenfutures
1755993600000,BTC/USD:BTC,2.70707375e-05,krakenfutures
1755997200000,BTC/USD:BTC,2.5409434722222e-05,krakenfutures
1756000800000,BTC/USD:BTC,2.1185568055556e-05,krakenfutures
1756004400000,BTC/USD:BTC,2.6926445833333e-05,krakenfutures
1756008000000,BTC/USD:BTC,2.3327033333333e-05,krakenfutures
1756011600000,BTC/USD:BTC,2.68415625e-05,krakenfutures
1756015200000,BTC/USD:BTC,2.8280516666667e-05,krakenfutures
1756018800000,BTC/USD:BTC,2.8423683333333e-05,krakenfutures
1756022400000,BTC/USD:BTC,2.7374481944444e-05,krakenfutures
1756026000000,BTC/USD:BTC,2.8761406944444e-05,krakenfutures
1756029600000,BTC/USD:BTC,3.0616879166667e-05,krakenfutures
1756033200000,BTC/USD:BTC,2.42012125e-05,krakenfutures
1756036800000,BTC/USD:BTC,1.7693934722222e-05,krakenfutures
1756040400000,BTC/USD:BTC,2.0724065277778e-05,krakenfutures
1756044000000,BTC/USD:BTC,2.1779208333333e-05,krakenfutures
1756047600000,BTC/USD:BTC,2.7783115277778e-05,krakenfutures
1756051200000,BTC/USD:BTC,2.5609181944444e-05,krakenfutures
1756054800000,BTC/USD:BTC,3.2470788888889e-05,krakenfutures
1756058400000,BTC/USD:BTC,2.9056093055556e-05,krakenfutures
1756062000000,BTC/USD:BTC,2.5269677777778e-05,krakenfutures
1756065600000,BTC/USD:BTC,2.3675288888889e-05,krakenfutures
1756069200000,BTC/USD:BTC,1.4858361111111e-05,krakenfutures
1756072800000,BTC/USD:BTC,1.5324958333333e-05,krakenfutures
1756076400000,BTC/USD:BTC,1.2429394444444e-05,krakenfutures
1756080000000,BTC/USD:BTC,1.5624543055556e-05,krakenfutures
1756083600000,BTC/USD:BTC,1.30897625e-05,krakenfutures
1756087200000,BTC/USD:BTC,1.6903095833333e-05,krakenfutures
1756090800000,BTC/USD:BTC,1.6676923611111e-05,krakenfutures
1756094400000,BTC/USD:BTC,1.5074186111111e-05,krakenfutures
1756098000000,BTC/USD:BTC,1.4995790277778e-05,krakenfutures
1756101600000,BTC/USD:BTC,1.2353830555556e-05,krakenfutures
1756105200000,BTC/USD:BTC,1.13161e-05,krakenfutures
1756108800000,BTC/USD:BTC,1.2309025e-05,krakenfutures
1756112400000,BTC/USD:BTC,9.335741666667e-06,krakenfutures
1756116000000,BTC/USD:BTC,7.039252777778e-06,krakenfutures
1756119600000,BTC/USD:BTC,1.1641123611111e-05,krakenfutures
1756123200000,BTC/USD:BTC,1.6268645833333e-05,krakenfutures
1756126800000,BTC/USD:BTC,1.7819158333333e-05,krakenfutures
1756130400000,BTC/USD:BTC,1.4409481944444e-05,krakenfutures
1756134000000,BTC/USD:BTC,1.501135e-05,krakenfutures
1756137600000,BTC/USD:BTC,1.1094395833333e-05,krakenfutures
1756141200000,BTC/USD:BTC,8.117120833333e-06,krakenfutures
1756144800000,BTC/USD:BTC,7.962793055556e-06,krakenfutures
1756148400000,BTC/USD:BTC,6.592911111111e-06,krakenfutures
1756152000000,BTC/USD:BTC,6.926954166667e-06,krakenfutures
1756155600000,BTC/USD:BTC,6.047451388889e-06,krakenfutures
1756159200000,BTC/USD:BTC,1.2927756944444e-05,krakenfutures
1756162800000,BTC/USD:BTC,9.716175e-06,krakenfutures
1756166400000,BTC/USD:BTC,9.0026625e-06,krakenfutures
1756170000000,BTC/USD:BTC,3.973101388889e-06,krakenfutures
1756173600000,BTC/USD:BTC,7.232409722222e-06,krakenfutures
1756177200000,BTC/USD:BTC,7.077472222222e-06,krakenfutures
1756180800000,BTC/USD:BTC,7.234656944444e-06,krakenfutures
1756184400000,BTC/USD:BTC,5.7419875e-06,krakenfutures
1756188000000,BTC/USD:BTC,3.155025e-06,krakenfutures
1756191600000,BTC/USD:BTC,3.516998611111e-06,krakenfutures
1756195200000,BTC/USD:BTC,3.867423611111e-06,krakenfutures
1756198800000,BTC/USD:BTC,4.8132625e-06,krakenfutures
1756202400000,BTC/USD:BTC,5.240976388889e-06,krakenfutures
1756206000000,BTC/USD:BTC,7.867766666667e-06,krakenfutures
1756209600000,BTC/USD:BTC,7.435118055556e-06,krakenfutures
1756213200000,BTC/USD:BTC,1.2602373611111e-05,krakenfutures
1756216800000,BTC/USD:BTC,8.879766666667e-06,krakenfutures
1756220400000,BTC/USD:BTC,1.1913681944444e-05,krakenfutures
1756224000000,BTC/USD:BTC,1.1339823611111e-05,krakenfutures
1756227600000,BTC/USD:BTC,1.2627594444444e-05,krakenfutures
1756231200000,BTC/USD:BTC,9.002313888889e-06,krakenfutures
1756234800000,BTC/USD:BTC,1.0215440277778e-05,krakenfutures
1756238400000,BTC/USD:BTC,6.509025e-06,krakenfutures
1756242000000,BTC/USD:BTC,5.151988888889e-06,krakenfutures
1756245600000,BTC/USD:BTC,4.426147222222e-06,krakenfutures
1756249200000,BTC/USD:BTC,3.547204166667e-06,krakenfutures
1756252800000,BTC/USD:BTC,5.625076388889e-06,krakenfutures
1756256400000,BTC/USD:BTC,7.482595833333e-06,krakenfutures
1756260000000,BTC/USD:BTC,8.065279166667e-06,krakenfutures
1756263600000,BTC/USD:BTC,1.1196704166667e-05,krakenfutures
1756267200000,BTC/USD:BTC,1.0655418055556e-05,krakenfutures
1756270800000,BTC/USD:BTC,1.09277e-05,krakenfutures
1756274400000,BTC/USD:BTC,9.296983333333e-06,krakenfutures
1756278000000,BTC/USD:BTC,8.418929166667e-06,krakenfutures
1756281600000,BTC/USD:BTC,7.9703875e-06,krakenfutures
1756285200000,BTC/USD:BTC,1.0837651388889e-05,krakenfutures
1756288800000,BTC/USD:BTC,1.0804156944444e-05,krakenfutures
1756292400000,BTC/USD:BTC,1.111065e-05,krakenfutures
1756296000000,BTC/USD:BTC,1.0941391666667e-05,krakenfutures
1756299600000,BTC/USD:BTC,8.796729166667e-06,krakenfutures
1756303200000,BTC/USD:BTC,9.295698611111e-06,krakenfutures
1756306800000,BTC/USD:BTC,4.075483333333e-06,krakenfutures
1756310400000,BTC/USD:BTC,7.546590277778e-06,krakenfutures
1756314000000,BTC/USD:BTC,5.170376388889e-06,krakenfutures
1756317600000,BTC/USD:BTC,7.053572222222e-06,krakenfutures
1756321200000,BTC/USD:BTC,6.972223611111e-06,krakenfutures
1756324800000,BTC/USD:BTC,7.893943055556e-06,krakenfutures
1756328400000,BTC/USD:BTC,7.707947222222e-06,krakenfutures
1756332000000,BTC/USD:BTC,5.889434722222e-06,krakenfutures
1756335600000,BTC/USD:BTC,5.399097222222e-06,krakenfutures
1756339200000,BTC/USD:BTC,3.006347222222e-06,krakenfutures
1756342800000,BTC/USD:BTC,4.58315e-06,krakenfutures
1756346400000,BTC/USD:BTC,7.031904166667e-06,krakenfutures
1756350000000,BTC/USD:BTC,7.073534722222e-06,krakenfutures
1756353600000,BTC/USD:BTC,7.811740277778e-06,krakenfutures
1756357200000,BTC/USD:BTC,9.310498611111e-06,krakenfutures
1756360800000,BTC/USD:BTC,8.007493055556e-06,krakenfutures
1756364400000,BTC/USD:BTC,6.833325e-06,krakenfutures
1756368000000,BTC/USD:BTC,3.038424242424e-06,krakenfutures
1756371600000,BTC/USD:BTC,1.288166666667e-06,krakenfutures
1756375200000,BTC/USD:BTC,-9.53906944444e-07,krakenfutures
1756378800000,BTC/USD:BTC,1.0661716666667e-05,krakenfutures
1756382400000,BTC/USD:BTC,1.1402331944444e-05,krakenfutures
1756386000000,BTC/USD:BTC,1.1415483333333e-05,krakenfutures
1756389600000,BTC/USD:BTC,1.4311073611111e-05,krakenfutures
1756393200000,BTC/USD:BTC,1.3207504166667e-05,krakenfutures
1756396800000,BTC/USD:BTC,9.339505555556e-06,krakenfutures
1756400400000,BTC/USD:BTC,1.2416903409091e-05,krakenfutures
1756404000000,BTC/USD:BTC,8.103275e-06,krakenfutures
1756407600000,BTC/USD:BTC,8.731395833333e-06,krakenfutures
1756411200000,BTC/USD:BTC,9.818947222222e-06,krakenfutures
1756414800000,BTC/USD:BTC,1.3617305555556e-05,krakenfutures
1756418400000,BTC/USD:BTC,9.803468055556e-06,krakenfutures
1756422000000,BTC/USD:BTC,1.1857533333333e-05,krakenfutures
1756425600000,BTC/USD:BTC,9.330811111111e-06,krakenfutures
1756429200000,BTC/USD:BTC,8.453002777778e-06,krakenfutures
1756432800000,BTC/USD:BTC,8.7598375e-06,krakenfutures
1756436400000,BTC/USD:BTC,5.301488888889e-06,krakenfutures
1756440000000,BTC/USD:BTC,1.2272198611111e-05,krakenfutures
1756443600000,BTC/USD:BTC,9.153055555556e-06,krakenfutures
1756447200000,BTC/USD:BTC,9.933619444444e-06,krakenfutures
1756450800000,BTC/USD:BTC,1.1509427777778e-05,krakenfutures
1756454400000,BTC/USD:BTC,5.565958333333e-06,krakenfutures
1756458000000,BTC/USD:BTC,3.736177777778e-06,krakenfutures
1756461600000,BTC/USD:BTC,9.297580555556e-06,krakenfutures
1756465200000,BTC/USD:BTC,8.589270833333e-06,krakenfutures
1756468800000,BTC/USD:BTC,3.351302777778e-06,krakenfutures
1756472400000,BTC/USD:BTC,5.019359722222e-06,krakenfutures
1756476000000,BTC/USD:BTC,4.225227777778e-06,krakenfutures
1756479600000,BTC/USD:BTC,5.608586111111e-06,krakenfutures
1756483200000,BTC/USD:BTC,2.026738888889e-06,krakenfutures
1756486800000,BTC/USD:BTC,1.099847222222e-06,krakenfutures
1756490400000,BTC/USD:BTC,-3.1436875e-06,krakenfutures
1756494000000,BTC/USD:BTC,5.010281944444e-06,krakenfutures
1756497600000,BTC/USD:BTC,6.863443055556e-06,krakenfutures
1756501200000,BTC/USD:BTC,3.926968055556e-06,krakenfutures
1756504800000,BTC/USD:BTC,3.050555555556e-06,krakenfutures
1756508400000,BTC/USD:BTC,5.121330555556e-06,krakenfutures
1756512000000,BTC/USD:BTC,7.076622222222e-06,krakenfutures
1756515600000,BTC/USD:BTC,4.947326388889e-06,krakenfutures
1756519200000,BTC/USD:BTC,4.000633333333e-06,krakenfutures
1756522800000,BTC/USD:BTC,4.202516666667e-06,krakenfutures
1756526400000,BTC/USD:BTC,5.2460125e-06,krakenfutures
1756530000000,BTC/USD:BTC,2.721436111111e-06,krakenfutures
1756533600000,BTC/USD:BTC,6.508340277778e-06,krakenfutures
1756537200000,BTC/USD:BTC,2.899545833333e-06,krakenfutures
